FOODON_00002092,pasteurized process cheese spread food product,
FOODON_03411340,skate (food source),
FOODON_03414745,goosefoot family (food source),
FOODON_03540625,06250 - moringa (with pods) (efsa foodex2),
FOODON_03411236,turkey (poultry) (food source),
FOODON_03542260,22600 - cachama (efsa foodex2),
FOODON_03420276,calyx,
FOODON_03540186,01860 - fresh stuffed egg pasta (efsa foodex2),
NCBITaxon_260718,Phyllanthus acidus,
FOODON_03412000,roughscale flounder (food source),
FOODON_03412095,asian water buffalo (food source),
FOODON_03411556,"cassia, batavia (plant) (food source)",
FOODON_03415108,chinese amaranth plant (food source),
FOODON_03412659,fleawort plant (food source),
FOODON_03411554,argentine anchovy (food source),
FOODON_00000073,cereal food fines (byproduct),
CHEBI_15705,L-alpha-amino acid,
FOODON_03310649,fruit puree,
FOODON_03304443,seafood dinner (food product),
FOODON_00001605,animal product sausage,
FOODON_03490106,"glass container, tinless steel lid",
FOODON_03302158,imitation grape carbonated beverage,
FOODON_03401102,10000260 - soups - prepared (frozen) (gs1 gpc),
ancestro_0387,Saint-Pierrais or Miquelonnais,
FOODON_03412006,sablefish family (food source),
NCBITaxon_47101,Galega officinalis,
FOODON_03412561,pequin pepper plant (food source),
FOODON_03413346,paradise apple plant (food source),
NCBITaxon_526618,Pelotretis flavilatus,
FOODON_03544172,41720 - maltodextrin (efsa foodex2),
FOODON_03308084,river sardine (raw),
FOODON_03540198,01980 - raw doughs and pre-mixes (efsa foodex2),
FOODON_03305506,shrimp puff,
FOODON_03400232,mellorine (us cfr),
FOODON_03316566,"fruit (stewed, not hermetically packed)",
FOODON_03309275,seabob (raw),
FOODON_03411822,snailfish family (food source),
FOODON_03315783,pinto bean (canned),
FOODON_03541534,15340 - wine grapes (efsa foodex2),
FOODON_00001975,jack family (or carangidae) food product,
FOODON_00002016,malabar snapper food product,
FOODON_03412761,strawberry tree (food source),
FOODON_03542571,25710 - sea urchins (efsa foodex2),
FOODON_03543157,31570 - fruit and vegetable juices and nectars (including concentrates) (efsa foodex2),
FOODON_03303888,"shrimp (headless, in shell, frozen)",
CHEBI_25000,lactone,
FOODON_03301013,wine (dealcoholized),
FOODON_03305470,mellorine,
FOODON_03315724,pan coating vegetable oil-based,
FOODON_03400956,10000246 - pies/pastries - sweet (perishable) (gs1 gpc),
FOODON_03315771,spring mackerel canned,
FOODON_03411637,straw mushroom (food source),
FOODON_03401002,10000236 - nuts/seeds - prepared/processed (shelf stable) (gs1 gpc),
FOODON_03316044,frying oil,
FOODON_03414048,japanese huchen (food source),
FOODON_03315413,ice cream (lowfat),
IAO_0000115,definition,
FOODON_03302902,corn flakes (with instant bananas),
NCBITaxon_78168,Passiflora edulis,
FOODON_03543963,"39630 - pasta, cooked, with mixed sauce (efsa foodex2)",
NCBITaxon_4577,Zea mays,
FOODON_00001991,lake herring food product,
FOODON_03543537,35370 - red clover infusion leaves (efsa foodex2),
FOODON_03460164,protein added,
FOODON_03543486,34860 - narrow-leaf echinacea infusion leaves (efsa foodex2),
FOODON_03490223,"multicomponent adhesive, no solvent",
FOODON_03315472,bean (simmered),
FOODON_03413907,african weakfish (food source),
FOODON_03544234,42340 - chilli flavour (efsa foodex2),
FOODON_03308411,"fish (breaded, frozen)",
FOODON_03541409,14090 - primary derivatives from nuts and similar seeds (efsa foodex2),
FOODON_00001090,sour milk beverage,
FOODON_03305068,fatty foods,
NCBITaxon_162300,Epinephelus malabaricus,
FOODON_03412475,teff plant (food source),
FOODON_03311203,candy with ground nutmeats,
FOODON_03543744,37440 - gingko infusion (efsa foodex2),
FOODON_03490372,"low density polyethylene container, treated",
FOODON_03301115,soy sauce,
FOODON_03311488,raisin (seedless),
FOODON_03540164,"01640 - rusk, wholemeal (efsa foodex2)",
FOODON_03541066,10660 - peanuts (fresh seeds) (efsa foodex2),
FOODON_03414187,st. george's mushroom (food source),
FOODON_03302186,fruit juice drink,
FOODON_03540257,02570 - sponge cake roll (efsa foodex2),
FOODON_03303532,tybo cheese,
FOODON_00001768,cotton seed refined oil food product,
FOODON_03412974,liquid (food source),
FOODON_03543578,35780 - common chamomile (efsa foodex2),
FOODON_03411226,sesame plant (food source),
FOODON_03541040,10400 - runner beans (without pods) (efsa foodex2),
NCBITaxon_8234,Thunnus,
FOODON_03510133,more label claim,
FOODON_03307026,buttery seasoning,
FOODON_03542004,20040 - poultry fat tissue (efsa foodex2),
FOODON_03540249,02490 - ?clair (efsa foodex2),
NCBITaxon_248136,Scomberomorus queenslandicus,
FOODON_03401137,10000629 - aquatic invertebrates/fish/shellfish/seafood mixes - unprepared/unprocessed (frozen) (gs1 gpc),
FOODON_03541398,13980 - vanilla (efsa foodex2),
FOODON_03401084,10000301 - dough based products / meals - not ready to eat - savoury (frozen) (gs1 gpc),
FOODON_03311071,potato (freeze dried),
FOODON_03530236,hazard 8,
NCBITaxon_7824,Sphyrna tiburo,
FOODON_03315630,"milk (partly skimmed, flavored)",
FOODON_03317328,"meat (cut, raw)",
CHEBI_59999,chemical substance,
FOODON_00002265,soybean seed food product,
FOODON_03308246,crayster (raw),
NCBITaxon_69683,Ellobiidae,
FOODON_03305393,papaya milk (freeze-dried),
NCBITaxon_23216,Rubus,
PATO_0001596,increased depth,
FOODON_03304426,vanilla filled wafer (artificially sweetened),
FOODON_03401690,10005835 - lamb/mutton sausages - prepared/processed (gs1 gpc),
FOODON_03414561,goldeye (food source),
FOODON_03411292,elk (food source),
FOODON_03317551,fruit wine aromatized,
FOODON_03480039,packed in fruit juice,
FOODON_03317446,gnocchi,
FOODON_03316787,orange juice concentrate (for manufacturing),
FOODON_03306837,tropical health drink (diluted),
FOODON_03311874,kombucha tea,
FOODON_03542140,21400 - preserved/processed fat tissues (efsa foodex2),
NCBITaxon_9823,Sus scrofa,
FOODON_03412319,calico clam (food source),
FOODON_03541240,12400 - olives for oil production (efsa foodex2),
FOODON_03309725,puffer roe pickled in rice bran,
FOODON_03413583,cape lobster (food source),
FOODON_03315343,milk formulated powdered,
FOODON_00001226,fruit preserve or jam food product,
FOODON_03311241,anchovy (dried),
NCBITaxon_27046,Surianaceae,
FOODON_03411711,capon (food source),
FOODON_03542625,"26250 - hake, dried (efsa foodex2)",
FOODON_03309122,ray's bream (raw),
ancestro_0507,Kenyan,
FOODON_03307824,ham and cheese sandwich,
FOODON_03307174,pineapple and orange juice (strained),
FOODON_00002385,baking soda product,
FOODON_03510260,bodybuilder,
FOODON_03316068,bread wholemeal (deprecated),
FOODON_03306287,potato chip (flash-fried),
FOODON_03543754,"37540 - infant formula, based on protein hydrolysates, powder (efsa foodex2)",
FOODON_03309108,milkfish (raw),
FOODON_03413820,boyer's sandsmelt (food source),
PO_0009001,fruit,
NCBITaxon_39174,Origanum,
FOODON_03510059,general label claim,
