balsamic vinegar,fc_104,,balsamic vinegar,fc_104,f,,flavored sparkling,fc_440,c,,morningstar farms,fc_328,c,dried cranberries,fc_180,,,
sauce mix,fc_105,,sauce mix,fc_105,,,premium quality,fc_445,c,,natural flavor,fc_431,c,honey mustard,fc_182,,,
natural cheese,fc_106,,natural cheese,fc_106,,,ice cream,fc_1,f,,naturally flavored,fc_220,c,roasted salted,fc_184,,,
new york,fc_107,,new york,fc_107,c,,sea salt,fc_3,f,,new england,fc_315,c,water enhancer,fc_187,,,
roasted peanuts,fc_108,,roasted peanuts,fc_108,,,potato chips,fc_4,f,,new york,fc_107,c,organic chocolate,fc_189,,,
chicken sausage,fc_109,,chicken sausage,fc_109,,,whole grain,fc_6,f,,non fat,fc_952,c,chocolate caramel,fc_193,,,
snack crackers,fc_110,,snack crackers,fc_110,,,trail mix,fc_7,f,,oil spread,fc_310,c,turkey sausage,fc_194,,,
mashed potatoes,fc_111,,mashed potatoes,fc_111,f,,whole foods,fc_10,f,,old fashioned,fc_30,c,blue raspberry,fc_196,,,
chip cookies,fc_112,,chip cookies,fc_112,,,drink mix,fc_11,f,,organic extra,fc_559,,apple cinnamon,fc_197,,,
shredded cheese,fc_113,,shredded cheese,fc_113,,,pasta sauce,fc_12,f,,pink salt,fc_998,c,artificially flavored,fc_198,,,
pumpkin spice,fc_114,,pumpkin spice,fc_114,,,greek yogurt,fc_22,f,,plastic bag,fc_65,c,cheese organic,fc_199,,,
mild cheddar,fc_115,,mild cheddar,fc_115,,,jack cheese,fc_23,f,,plastic bottle,fc_51,c,muffin mix,fc_201,,,
ground beef,fc_116,,ground beef,fc_116,,,chocolate covered,fc_25,f,,pot pie,fc_316,c,chocolate chunk,fc_202,,,
gold emblem,fc_117,,gold emblem,fc_117,c,,brown rice,fc_28,f,,premium chunk,fc_1001,c,organic raw,fc_203,,,
red velvet,fc_118,,red velvet,fc_118,c,,sparkling water,fc_35,f,,premium milk,fc_1002,c,roasted chicken,fc_207,,,
double chocolate,fc_119,,double chocolate,fc_119,,,bbq sauce,fc_36,f,,premium quality,fc_445,c,finely shredded,fc_208,,,
hickory smoked,fc_120,,hickory smoked,fc_120,,,hot sauce,fc_39,f,,premium white,fc_959,c,whole kernel,fc_210,,,
chocolate peanut,fc_121,,chocolate peanut,fc_121,,,nonfat yogurt,fc_40,f,,private selection,fc_148,c,cereal bars,fc_211,,,
roasted red,fc_122,,roasted red,fc_122,,,iced tea,fc_41,f,,ranch dip,fc_406,c,fat yogurt,fc_212,,,
bread crumbs,fc_123,,bread crumbs,fc_123,,,light syrup,fc_46,f,,red mill,fc_387,c,roasted almonds,fc_213,,,
mixed fruit,fc_124,,mixed fruit,fc_124,,,diced tomatoes,fc_47,f,,red velvet,fc_118,c,sour patch,fc_214,,,
colby jack,fc_125,,colby jack,fc_125,,,lowfat yogurt,fc_48,f,,reduced fat,fc_24,c,betty crocker,fc_216,,,
grilled beef,fc_126,,grilled beef,fc_126,,,sandwich cookies,fc_50,f,,reduced sodium,fc_265,c,salt caramel,fc_221,,,
black cherry,fc_127,,black cherry,fc_127,,,without salt,fc_52,f,,restaurant style,fc_263,c,white chicken,fc_225,,,
fruit flavored,fc_128,,fruit flavored,fc_128,,,green beans,fc_53,f,,retail cuts,fc_575,c,brownie mix,fc_227,,,
protein bar,fc_129,,protein bar,fc_129,,,fruit juice,fc_54,f,,separable lean,fc_2,c,cereals ready-to-eat,fc_228,,,
mature seeds,fc_130,,mature seeds,fc_130,,,black bean,fc_55,f,,simple truth,fc_190,c,grain bread,fc_229,,,
organic fruit,fc_131,,organic fruit,fc_131,,,sweet potato,fc_56,f,,simply organic,fc_1269,c,green apple,fc_231,,,
oven roasted,fc_132,,oven roasted,fc_132,,,coconut water,fc_58,f,,small batch,fc_1270,c,oatmeal raisin,fc_232,,,
baked beans,fc_133,,baked beans,fc_133,,,mixed nuts,fc_60,f,,smart sense,fc_306,c,chicken noodle,fc_236,,,
greek nonfat,fc_134,,greek nonfat,fc_134,,,sugar cookies,fc_61,f,,soft baked,fc_408,c,refried beans,fc_242,,,
cooked potato,fc_135,,cooked potato,fc_135,,,barbecue sauce,fc_62,f,,southern style,fc_338,c,broiled beef,fc_244,,,
sauce organic,fc_136,,sauce organic,fc_136,,,instant oatmeal,fc_63,f,,star wars,fc_409,c,penne rigate,fc_245,,,
low calorie,fc_137,,low calorie,fc_137,c,,fruit punch,fc_64,f,,stevia extract,fc_1828,,pita chips,fc_246,,,
ounce paper,fc_138,,ounce paper,fc_138,,,granola bars,fc_68,f,,stir fry,fc_185,c,cheese blend,fc_247,,,
caffeine free,fc_139,,caffeine free,fc_139,c,,condensed soup,fc_71,f,,stone ground,fc_327,c,johnvince foods,fc_250,,,
cheese slices,fc_140,,cheese slices,fc_140,,,black tea,fc_73,f,,sugar free,fc_31,c,angel hair,fc_252,,,
coconut oil,fc_141,,coconut oil,fc_141,,,juice cocktail,fc_74,f,,sun dried,fc_347,c,cheez-it crackers,fc_253,,,
trader joe,fc_142,,trader joe,fc_142,,,hot cocoa,fc_75,f,,target corporation,fc_348,c,apple sauce,fc_254,,,
winco foods,fc_143,,winco foods,fc_143,,,energy drink,fc_76,f,,thai style,fc_1043,c,egg noodles,fc_255,,,
pumpkin seeds,fc_144,,pumpkin seeds,fc_144,,,market pantry,fc_77,f,,thick sliced,fc_732,c,nut mix,fc_256,,,
style chicken,fc_145,Home,style chicken,fc_145,,,goat cheese,fc_80,f,,thin crust,fc_98,c,pringles crisps,fc_257,,,
braised beef,fc_146,,braised beef,fc_146,,,jelly beans,fc_81,f,,thin sliced,fc_234,c,simmer sauce,fc_258,,,
parmesan cheese,fc_147,,parmesan cheese,fc_147,,,salted caramel,fc_82,f,,thirst quencher,fc_100,c,strawberry banana,fc_259,,,
private selection,fc_148,,private selection,fc_148,c,,juice blend,fc_83,f,,thousand island,fc_757,c,chewy granola,fc_260,,,
black forest,fc_149,,black forest,fc_149,,,black beans,fc_84,f,,three cheese,fc_215,c,organic coconut,fc_262,,,
chip cookie,fc_150,,chip cookie,fc_150,,,blue cheese,fc_85,f,,top loin,fc_349,c,sunflower kernels,fc_267,,,
kosher dill,fc_151,,kosher dill,fc_151,,,pepper jack,fc_86,f,,top round,fc_435,c,american cheese,fc_268,,,
rib meat,fc_152,,rib meat,fc_152,,,smoked sausage,fc_89,f,,tortilla chips,fc_15,fc,caramel apple,fc_269,,,
del monte,fc_153,,del monte,fc_153,c,,snack mix,fc_95,f,,trading company,fc_773,c,green chile,fc_271,,,
oreo cookies,fc_154,,oreo cookies,fc_154,,,premium ice,fc_96,f,,trident gum,fc_311,c,cheese ravioli,fc_272,,,
yellow cling,fc_155,,yellow cling,fc_155,,,roasted turkey,fc_97,f,,ultra thin,fc_319,c,fruit snacks,fc_275,,,
flour tortillas,fc_156,,flour tortillas,fc_156,,,ranch dressing,fc_102,f,,variety meats,fc_241,c,light ice,fc_277,,,
kidney beans,fc_157,,kidney beans,fc_157,,,lightly salted,fc_103,f,,weis quality,fc_43,c,pack plastic,fc_278,,,
pepperoni pizza,fc_158,,pepperoni pizza,fc_158,,,balsamic vinegar,fc_104,f,,western family,fc_67,c,uncured bacon,fc_279,,,
chocolate truffles,fc_159,,chocolate truffles,fc_159,,,mashed potatoes,fc_111,f,,wild caught,fc_94,c,butternut squash,fc_281,,,
corn tortilla,fc_160,,corn tortilla,fc_160,,,macaroni product,fc_5,,,wild rice,fc_195,c,dog buns,fc_282,,,
four cheese,fc_161,,four cheese,fc_161,,,enriched macaroni,fc_9,,,without added,fc_1197,c,high protein,fc_284,,,
marie callenders,fc_162,,marie callenders,fc_162,,,virgin olive,fc_21,,,york style,fc_547,c,big win,fc_287,,,
pepper sauce,fc_163,,pepper sauce,fc_163,,,raw beef,fc_26,,,zero calorie,fc_350,c,juice smoothie,fc_288,,,
raw lamb,fc_164,,raw lamb,fc_164,,,white cheddar,fc_34,,,XXXXX,,,creamy peanut,fc_291,,,
chocolate fudge,fc_165,,chocolate fudge,fc_165,,,roasted garlic,fc_38,,,Sample_Desc,Sample_Id,,gummi bears,fc_292,,,
deli style,fc_166,,deli style,fc_166,c,,sharp cheddar,fc_44,,,sea salt,fc_3,,baked snack,fc_294,,,
ocean spray,fc_167,,ocean spray,fc_167,,,water beverage,fc_45,,,macaroni product,fc_5,,cheese dinner,fc_295,,,
shortbread cookies,fc_168,,shortbread cookies,fc_168,,,crust pizza,fc_79,,,whole grain,fc_6,,chocolate almond,fc_296,,,
black pepper,fc_169,,black pepper,fc_169,,,long grain,fc_87,,,trail mix,fc_7,,frosted sugar,fc_297,,,
mixed berry,fc_170,,mixed berry,fc_170,,,lowes foods,fc_91,,,whole foods,fc_10,,toasted coconut,fc_298,,,
russell stover,fc_171,,russell stover,fc_171,,,oat cereal,fc_101,,,drink mix,fc_11,,vanilla ice,fc_299,,,
grilled chicken,fc_172,,grilled chicken,fc_172,,,sauce mix,fc_105,,,pasta sauce,fc_12,,chocolate sandwich,fc_300,,,
healthy choice,fc_173,,healthy choice,fc_173,,,natural cheese,fc_106,,,ounce plastic,fc_19,,dip mix,fc_301,,,
paper box,fc_174,,paper box,fc_174,,,roasted peanuts,fc_108,,,food lion,fc_20,,light tuna,fc_304,,,
pasteurized process,fc_175,,pasteurized process,fc_175,,,chicken sausage,fc_109,,,virgin olive,fc_21,,flavored soda,fc_307,,,
tomato basil,fc_176,,tomato basil,fc_176,,,snack crackers,fc_110,,,greek yogurt,fc_22,,marinara sauce,fc_308,,,
bite size,fc_177,,bite size,fc_177,,,chip cookies,fc_112,,,jack cheese,fc_23,,nabisco oreo,fc_309,,,
flavored snacks,fc_178,,flavored snacks,fc_178,,,shredded cheese,fc_113,,,chocolate covered,fc_25,,lowfat milk,fc_313,,,
roasted beef,fc_179,,roasted beef,fc_179,,,pumpkin spice,fc_114,,,white cheddar,fc_34,,meat chicken,fc_314,,,
dried cranberries,fc_180,,dried cranberries,fc_180,,,mild cheddar,fc_115,,,sparkling water,fc_35,,snack pack,fc_318,,,
fat milk,fc_181,,fat milk,fc_181,,,ground beef,fc_116,,,roasted garlic,fc_38,,green olives,fc_323,,,
honey mustard,fc_182,,honey mustard,fc_182,,,double chocolate,fc_119,,,iced tea,fc_41,,red beans,fc_325,,,
pinto beans,fc_183,,pinto beans,fc_183,,,hickory smoked,fc_120,,,key food,fc_42,,real fruit,fc_329,,,
roasted salted,fc_184,,roasted salted,fc_184,,,chocolate peanut,fc_121,,,sharp cheddar,fc_44,,sausage links,fc_330,,,
stir fry,fc_185,,stir fry,fc_185,c,,roasted red,fc_122,,,water beverage,fc_45,,cracked pepper,fc_334,,,
sunflower seeds,fc_186,,sunflower seeds,fc_186,,,bread crumbs,fc_123,,,light syrup,fc_46,,gummy candy,fc_336,,,
water enhancer,fc_187,,water enhancer,fc_187,,,mixed fruit,fc_124,,,diced tomatoes,fc_47,,red kidney,fc_337,,,
home style,fc_188,,home style,fc_188,c,,colby jack,fc_125,,,essential everyday,fc_49,,albacore tuna,fc_339,,,
organic chocolate,fc_189,,organic chocolate,fc_189,,,grilled beef,fc_126,,,sandwich cookies,fc_50,,balsamic vinaigrette,fc_340,,,
simple truth,fc_190,,simple truth,fc_190,c,,black cherry,fc_127,,,without salt,fc_52,,cinnamon raisin,fc_341,,,
sweet corn,fc_191,,sweet corn,fc_191,,,fruit flavored,fc_128,,,black bean,fc_55,,crushed tomatoes,fc_342,,,
vinaigrette dressing,fc_192,,vinaigrette dressing,fc_192,,,protein bar,fc_129,,,coconut water,fc_58,,natural flavors,fc_343,,,
chocolate caramel,fc_193,,chocolate caramel,fc_193,,,mature seeds,fc_130,,,sugar cookies,fc_61,,raisin bran,fc_344,,,
turkey sausage,fc_194,,turkey sausage,fc_194,,,organic fruit,fc_131,,,barbecue sauce,fc_62,,olives stuffed,fc_352,,,
wild rice,fc_195,,wild rice,fc_195,c,,oven roasted,fc_132,,,fruit punch,fc_64,,organic pasta,fc_353,,,
blue raspberry,fc_196,,blue raspberry,fc_196,,,baked beans,fc_133,,,monterey jack,fc_66,,wing sauce,fc_355,,,
apple cinnamon,fc_197,,apple cinnamon,fc_197,,,greek nonfat,fc_134,,,black tea,fc_73,,cheese snack,fc_357,,,
artificially flavored,fc_198,,artificially flavored,fc_198,,,cooked potato,fc_135,,,juice cocktail,fc_74,,hardwood smoked,fc_360,,,
cheese organic,fc_199,,cheese organic,fc_199,,,sauce organic,fc_136,,,hot cocoa,fc_75,,microwave popcorn,fc_361,,,
low sodium,fc_200,,low sodium,fc_200,c,,ounce paper,fc_138,,,energy drink,fc_76,,roasted pork,fc_362,,,
muffin mix,fc_201,,muffin mix,fc_201,,,cheese slices,fc_140,,,market pantry,fc_77,,cream bars,fc_363,,,
chocolate chunk,fc_202,,chocolate chunk,fc_202,,,coconut oil,fc_141,,,organic whole,fc_78,,cscdn farm,fc_364,,,
organic raw,fc_203,,organic raw,fc_203,,,trader joe,fc_142,,,crust pizza,fc_79,,organic white,fc_366,,,
fresh market,fc_204,,fresh market,fc_204,c,,winco foods,fc_143,,,salted caramel,fc_82,,sausage patties,fc_367,,,
hamburger buns,fc_205,,hamburger buns,fc_205,,,pumpkin seeds,fc_144,,,juice blend,fc_83,,spreadable cheese,fc_368,,,
chocolate chips,fc_206,,chocolate chips,fc_206,,,style chicken,fc_145,,,black beans,fc_84,,sweetened corn,fc_369,,,
roasted chicken,fc_207,,roasted chicken,fc_207,,,braised beef,fc_146,,,pepper jack,fc_86,,brussels sprouts,fc_371,,,
finely shredded,fc_208,,finely shredded,fc_208,,,parmesan cheese,fc_147,,,long grain,fc_87,,cookies chocolate,fc_372,,,
