Synonym1,Pivot Term,,,,,,
meat marinated,"meat (marinated or similar, cold-processed, packaged)",,,,,,
nut yoghurt reduced fat,nut yoghurt (reduced fat or skim milk),,,,,,
cheese mix substitute,cheese mix (substitute or imitation),,,,,,
food starch,food (starch or flour thickened),,,,,,
crustacean whole,crustacean (whole or flesh part),,,,,,
"soup mix dry, with beef fat","soup mix (dry, with beef fat or beef extract)",,,,,,
0120000 - tree nuts shelled,0120000 - tree nuts (shelled or unshelled) (ec),,,,,,
010  brassica cole,"010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,
environmental swab,environmental (swab or sampling),,,,,,
specimen type host,specimen type (host or environmental context),,,,,,
NCBI BioSample isolate human name,NCBI BioSample isolate (human name or description),,,,,,
salmon oil added,salmon (no salt or oil added),,,,,,
pepper vegetable food product red,pepper vegetable food product (green or red),,,,,,
chicken minced,chicken (ground or minced),,,,,,
shellfish flesh,shellfish (whole or flesh),,,,,,
fruit yoghurt less,"fruit yoghurt (no added sugar, energy 2.0 mj or less)",,,,,,
date macerated,"date (chopped, sliced or macerated)",,,,,,
olive minced,"olive (salad, pitted, sliced, chipped, or minced)",,,,,,
fruit yoghurt skim milk,fruit yoghurt (reduced fat or skim milk),,,,,,
vegetable yoghurt skim milk,vegetable yoghurt (reduced fat or skim milk),,,,,,
potato dehydrated,"potato (any form excluding frozen, canned, or dehydrated)",,,,,,
beverage toddler food,"beverage (fruit juice bases, preserved, infant or toddler food)",,,,,,
"meat similar, cold-processed, packaged","meat (marinated or similar, cold-processed, packaged)",,,,,,
nut yoghurt skim milk,nut yoghurt (reduced fat or skim milk),,,,,,
cheese mix imitation,cheese mix (substitute or imitation),,,,,,
food flour thickened,food (starch or flour thickened),,,,,,
crustacean flesh part,crustacean (whole or flesh part),,,,,,
soup mix beef extract,"soup mix (dry, with beef fat or beef extract)",,,,,,
0120000 - tree nuts unshelled ec,0120000 - tree nuts (shelled or unshelled) (ec),,,,,,
"010  brassica cabbage vegetables, head cabbage, flowerhead brassicas vb ccpr","010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,
environmental sampling,environmental (swab or sampling),,,,,,
specimen type environmental context,specimen type (host or environmental context),,,,,,
NCBI BioSample isolate description,NCBI BioSample isolate (human name or description),,,,,,
manure,animal manure,,,,,,
animal feedstuff,animal feed,,,,,,
snack,snack food,,,,,,
macadamia,macadamia nuts,,,,,,
Kapi Kachu,mucuna pruriens,,,,,,
meat bone meal,meat and bone meal,,,,,,
brat,bratwurst,,,,,,
romaine heart,romaine lettuce,,,,,,
imitation crab,imitation crabmeat from artificially-flavored pollock,,,,,,
fresh water,freshwater,,,,,,
sea water,seawater,,,,,,
cuttle fish,cuttlefish,,,,,,
crab meat,crabmeat,,,,,,
river barb,river barb fish,,,,,,
riverbarb,river barb fish,,,,,,
Mitragyna Speciosa,kratom,,,,,,
