guacomole,guacamole,biosample,,,,,,
habenero,habanero,biosample,,,,,,
hamburguer,hamburger,biosample,,,,,,
hampster,hamster,biosample,,,,,,
headle,headless,biosample,,,,,,
intestin,intestine,biosample,,,,,,
jalepeno,jalapeno,biosample,,,,,,
jerkey,jerky,biosample,,,,,,
kohlrabi,kolarabi,biosample,,,,,,
Laboratroy,Laboratory,biosample,,,,,,
linph,lymph,biosample,,,,,,
lntestine,intestine,biosample,,,,,,
lntnestine,intestine,biosample,,,,,,
lobstermeat,lobster meat,biosample,,,,,,
lunchmeat,lunch meat,biosample,,,,,,
lypmth ,lymph ,biosample,,,,,,
madres,madras,biosample,,,,,,
makarel,mackeral,biosample,,,,,,
masla,masala,biosample,,,,,,
mungbean,mung bean,biosample,,,,,,
mus moluscus,mus musculus,biosample,,,,,,
oppossum,opossum,biosample,,,,,,
opposum,opossum,biosample,,,,,,
oregno,oregano,biosample,,,,,,
parsely,parsley,biosample,,,,,,
pinenut,pine nut,biosample,,,,,,
pinenuts,pine nuts,biosample,,,,,,
pisachio,pistachio,biosample,,,,,,
pistacchio,pistachio,biosample,,,,,,
pistactio,pistachio,biosample,,,,,,
podwer,powder,biosample,,,,,,
pompfret,pomfret,biosample,,,,,,
pompret,pomfret,biosample,,,,,,
popano,pompano,biosample,,,,,,
rasied,raised,biosample,,,,,,
river bard,river barb,biosample,,,,,,
roast beast,roast breast,biosample,,,,,,
sausahe,sausage,biosample,,,,,,
scape,scrape,biosample,,,,,,
scraps,scrapes,biosample,,,,,,
seasame,sesame,biosample,,,,,,
sewater,sea water,biosample,,,,,,
shellon,shell on,biosample,,,,,,
shinny,shiny,biosample,,,,,,
shirmp,shrimp,biosample,,,,,,
shreat ,sheat ,biosample,,,,,,
songesicles,sponge sicles,biosample,,,,,,
spaien,sapiens,biosample,,,,,,
spaiens,sapiens,biosample,,,,,,
spicey,spicy,biosample,,,,,,
spongesicles,sponge sicles,biosample,,,,,,
swaison,swainson,biosample,,,,,,
talapia,tilapia,biosample,,,,,,
tauras,taurus,biosample,,,,,,
thight,thigh,biosample,,,,,,
threadbib,threadfin,biosample,,,,,,
tomatoe,tomato,biosample,,,,,,
tomoato,tomato,biosample,,,,,,
tomoatoes,tomatoes,biosample,,,,,,
travelly,trevelly,biosample,,,,,,
treadfin,threadfin,biosample,,,,,,
trumeric,turmeric,biosample,,,,,,
tumeric,turmeric,biosample,,,,,,
turmaric,turmeric,biosample,,,,,,
wasterwater,wastewater,biosample,,,,,,
wastewater,waste water,biosample,,,,,,
xilver,silver,biosample,,,,,,
zaocus,zaocys,biosample,,,,,,
cole slaw,coleslaw,biosample,,,,,,
noodles,noodle,biosample,,,,,,
salmo,salmon,biosample,,,,,,
fod,food,biosample,,,,,,
bos tautus,bos taurus,biosample,,,,,,
bos tauris,bos taurus,biosample,,,,,,
corn dog,corn hotdog,biosample,,,,,,
chili dog,chili hotdog,biosample,,,,,,
sandiwch,sandwich,biosample,,,,,,
pleurafluid,pleura fluid,biosample,,,,,,
BeefCarcTrim,Beef Carcass Trim,biosample,,,,,,
supplemen,supplement,biosample,,,,,,
Bovino,Bovine,biosample,,,,,,
Environ,Environmental,biosample,,,,,,
Environmenal,Environmental,biosample,,,,,,
Romain,Romaine,biosample,,,,,,
housefly,house fly,biosample,,,,,,
shimp,shrimp,biosample,,,,,,
pregnacy,pregnancy,biosample,,,,,,
za???tar,zaatar,biosample,,,,,,
suplement,supplement,biosample,,,,,,
kangroo,kangaroo,biosample,,,,,,
kanagroo,kangaroo,biosample,,,,,,
cordon bleu,Cordon bleu,biosample,,,,,,
enivornmental,environmental,biosample,,,,,,
environmenta,environmental,biosample,,,,,,
environmentla,environmental,biosample,,,,,,
evironmental,environmental,biosample,,,,,,
enivronmental,environmental,biosample,,,,,,
enivironmental,environmental,biosample,,,,,,
environmnetal,environmental,biosample,,,,,,
bott,bok,biosample,,,,,,
balogna,bologna,biosample,,,,,,
bolagna,bologna,biosample,,,,,,
malawa,halawa,biosample,,,,,,
chese,cheese,biosample,,,,,,
chees,cheese,biosample,,,,,,
HamCheese,ham cheese,biosample,,,,,,
montecristo,monte cristo,biosample,,,,,,
equip,equipment,biosample,,,,,,
lemongrass,lemon grass,biosample,,,,,,
pomfet,pomfret,biosample,,,,,,
pomfert,pomfret,biosample,,,,,,
pomret,pomfret,biosample,,,,,,
canius,canis,biosample,,,,,,
omlett,omelette,biosample,,,,,,
omellette,omelette,biosample,,,,,,
omellet,omelette,biosample,,,,,,
caeser,ceasar,biosample,,,,,,
cesar,ceasar,biosample,,,,,,
espreso,espresso,biosample,,,,,,
expresso,espresso,biosample,,,,,,
fetuccine,fettuccine,biosample,,,,,,
fettucine,fettuccine,biosample,,,,,,
fetucine,fettuccine,biosample,,,,,,
fettuccini,fettuccine,biosample,,,,,,
capuccino,cappuccino,biosample,,,,,,
cappucino,cappuccino,biosample,,,,,,
capucino,cappuccino,biosample,,,,,,
brocolli,broccoli,biosample,,,,,,
brroccoli,broccoli,biosample,,,,,,
brocoli,broccoli,biosample,,,,,,
brrocoli,broccoli,biosample,,,,,,
zuchini,zucchini,biosample,,,,,,
zucchinni,zucchini,biosample,,,,,,
jucchini,zucchini,biosample,,,,,,
chipolte,chipotle,biosample,,,,,,
macoroni,macaroni,biosample,,,,,,
maccaroni,macaroni,biosample,,,,,,
restauranteur,restaurateur,biosample,,,,,,
sandwitch,sandwich,biosample,,,,,,
caramal,caramel,biosample,,,,,,
cheddre,cheddar,biosample,,,,,,
chedar,cheddar,biosample,,,,,,
chedder,cheddar,biosample,,,,,,
tauris,taurus,biosample,,,,,,
cecum,caecum,biosample,,,,,,
caeca,caecum,biosample,,,,,,
cacum,caecum,biosample,,,,,,
Canus,canis,biosample,,,,,,
Carcase,carcass,biosample,,,,,,
perionitis,peritonitis,biosample,,,,,,
uterius,uterus,biosample,,,,,,
pyhon,python,biosample,,,,,,
Mispelled Word,Probable Word,Domain,,,,,,
cliantro,cilantro,biosample,,,,,,
tautus,taurus,biosample,,,,,,
tauris,taurus,biosample,,,,,,
Boving,bovine,biosample,,,,,,
Porcing,porcine,biosample,,,,,,
porsine,porcine,biosample,,,,,,
Meat and bone mean,Meat and bone meal,biosample,,,,,,
tukey,turkey,biosample,,,,,,
bard fish,barb fish,biosample,,,,,,
Chees,cheese,biosample,,,,,,
abandonned,abandoned,general,,,,,,
abbout,about,general,,,,,,
aberation,aberration,general,,,,,,
abilityes,abilities,general,,,,,,
abilties,abilities,general,,,,,,
abilty,ability,general,,,,,,
abondon,abandon,general,,,,,,
abondoned,abandoned,general,,,,,,
abondoning,abandoning,general,,,,,,
abondons,abandons,general,,,,,,
aborigene,aborigine,general,,,,,,
abortificant,abortifacient,general,,,,,,
abotu,about,general,,,,,,
abouta,about a,general,,,,,,
aboutit,about it,general,,,,,,
aboutthe,about the,general,,,,,,
abreviate,abbreviate,general,,,,,,
abreviated,abbreviated,general,,,,,,
abreviation,abbreviation,general,,,,,,
abritrary,arbitrary,general,,,,,,
absail,abseil,general,,,,,,
absailing,abseiling,general,,,,,,
abscence,absence,general,,,,,,
absense,absence,general,,,,,,
absolutly,absolutely,general,,,,,,
absorbsion,absorption,general,,,,,,
absorbtion,absorption,general,,,,,,
abudance,abundance,general,,,,,,
abundacies,abundances,general,,,,,,
abundancies,abundances,general,,,,,,
abundunt,abundant,general,,,,,,
abutts,abuts,general,,,,,,
acadamy,academy,general,,,,,,
acadmic,academic,general,,,,,,
accademic,academic,general,,,,,,
accademy,academy,general,,,,,,
acccused,accused,general,,,,,,
accelleration,acceleration,general,,,,,,
accension,"accession, ascension",general,,,,,,
acceptence,acceptance,general,,,,,,
acceptible,acceptable,general,,,,,,
accesories,accessories,general,,,,,,
accessable,accessible,general,,,,,,
accidant,accident,general,,,,,,
accidentaly,accidentally,general,,,,,,
accidently,accidentally,general,,,,,,
acclimitization,acclimatization,general,,,,,,
accomadate,accommodate,general,,,,,,
accomadated,accommodated,general,,,,,,
accomadates,accommodates,general,context here is food,,,,,
accomadating,accommodating,general,,,,,,
accomadation,accommodation,general,,,,,,
accomadations,accommodations,general,,,,,,
accomdate,accommodate,general,,,,,,
accomodate,accommodate,general,,,,,,
accomodated,accommodated,general,,,,,,
accomodates,accommodates,general,,,,,,
accomodating,accommodating,general,context here is food,,,,,
accomodation,accommodation,general,,,,,,
accomodations,accommodations,general,,,,,,
accompanyed,accompanied,general,,,,,,
accordeon,accordion,general,,,,,,
accordian,accordion,general,,,,,,
accoring,according,general,,,,,,
accoustic,acoustic,general,,,,,,
accquainted,acquainted,general,,,,,,
accrediation,accreditation,general,,,,,,
accredidation,accreditation,general,,,,,,
accross,across,general,,,,,,
accussed,accused,general,,,,,,
acedemic,academic,general,,,,,,
acheive,achieve,general,,,,,,
acheived,achieved,general,,,,,,
acheivement,achievement,general,,,,,,
acheivements,achievements,general,,,,,,
acheives,achieves,general,,,,,,
acheiving,achieving,general,,,,,,
acheivment,achievement,general,,,,,,
acheivments,achievements,general,,,,,,
achievment,achievement,general,,,,,,
achievments,achievements,general,,,,,,
achive,"achieve, archive",general,,,,,,
achived,"achieved, archived",general,,,,,,
achivement,achievement,general,,,,,,
achivements,achievements,general,,,,,,
acident,accident,general,,,,,,
acknowldeged,acknowledged,general,,,,,,
acknowledgeing,acknowledging,general,,,,,,
ackward,"awkward, backward",general,,,,,,
acommodate,accommodate,general,,,,,,
acomplish,accomplish,general,,,,,,
acomplished,accomplished,general,,,,,,
acomplishment,accomplishment,general,,,,,,
acomplishments,accomplishments,general,,,,,,
acording,according,general,,,,,,
acordingly,accordingly,general,,,,,,
acquaintence,acquaintance,general,,,,,,
acquaintences,acquaintances,general,,,,,,
acquiantence,acquaintance,general,,,,,,
acquiantences,acquaintances,general,,,,,,
acquited,acquitted,general,,,,,,
activites,activities,general,,,,,,
activly,actively,general,,,,,,
actualy,actually,general,,,,,,
acuracy,accuracy,general,,,,,,
acused,accused,general,,,,,,
acustom,accustom,general,,,,,,
acustommed,accustomed,general,,,,,,
adavanced,advanced,general,,,,,,
adbandon,abandon,general,,,,,,
addional,additional,general,,,,,,
addionally,additionally,general,,,,,,
additinally,additionally,general,,,,,,
additionaly,additionally,general,,,,,,
additonal,additional,general,,,,,,
additonally,additionally,general,,,,,,
addmission,admission,general,,,,,,
addopt,adopt,general,,,,,,
addopted,adopted,general,,,,,,
addoptive,adoptive,general,,,,,,
addres,"address, adders",general,,,,,,
addresable,addressable,general,,,,,,
addresed,addressed,general,,,,,,
addresing,addressing,general,,,,,,
addressess,addresses,general,,,,,,
addtion,addition,general,,,,,,
addtional,additional,general,,,,,,
adecuate,adequate,general,,,,,,
adequit,adequate,general,,,,,,
adhearing,adhering,general,,,,,,
adherance,adherence,general,,,,,,
admendment,amendment,general,,,,,,
admininistrative,administrative,general,,,,,,
adminstered,administered,general,,,,,,
adminstrate,administrate,general,,,,,,
adminstration,administration,general,,,,,,
adminstrative,administrative,general,,,,,,
adminstrator,administrator,general,,,,,,
admissability,admissibility,general,,,,,,
admissable,admissible,general,,,,,,
admited,admitted,general,,,,,,
admitedly,admittedly,general,,,,,,
adn,and,general,,,,,,
adolecent,adolescent,general,,,,,,
adquire,acquire,general,,,,,,
adquired,acquired,general,,,,,,
adquires,acquires,general,,,,,,
adquiring,acquiring,general,,,,,,
adres,address,general,,,,,,
adresable,addressable,general,,,,,,
adresing,addressing,general,,,,,,
adress,address,general,,,,,,
adressable,addressable,general,,,,,,
adressed,addressed,general,,,,,,
adressing,"addressing, dressing",general,,,,,,
adventrous,adventurous,general,,,,,,
advertisment,advertisement,general,,,,,,
advertisments,advertisements,general,,,,,,
advesary,adversary,general,,,,,,
adviced,advised,general,,,,,,
aeriel,aerial,general,,,,,,
aeriels,aerials,general,,,,,,
afair,affair,general,,,,,,
afficianados,aficionados,general,,,,,,
afficionado,aficionado,general,,,,,,
afficionados,aficionados,general,,,,,,
affilate,affiliate,general,,,,,,
affilliate,affiliate,general,,,,,,
affort,"afford, effort",general,,,,,,
aforememtioned,aforementioned,general,,,,,,
againnst,against,general,,,,,,
agains,against,general,,,,,,
agaisnt,against,general,,,,,,
aganist,against,general,,,,,,
aggaravates,aggravates,general,,,,,,
aggreed,agreed,general,,,,,,
aggreement,agreement,general,,,,,,
aggregious,egregious,general,,,,,,
aggresive,aggressive,general,,,,,,
agian,again,general,,,,,,
agianst,against,general,,,,,,
agin,again,general,,,,,,
agina,"again, angina",general,,,,,,
aginst,against,general,,,,,,
agravate,aggravate,general,,,,,,
agre,agree,general,,,,,,
agred,agreed,general,,,,,,
agreeement,agreement,general,,,,,,
agreemnt,agreement,general,,,,,,
agregate,aggregate,general,,,,,,
agregates,aggregates,general,,,,,,
agreing,agreeing,general,,,,,,
agression,aggression,general,,,,,,
agressive,aggressive,general,,,,,,
agressively,aggressively,general,,,,,,
agressor,aggressor,general,,,,,,
agricultue,agriculture,general,,,,,,
agriculure,agriculture,general,,,,,,
agricuture,agriculture,general,,,,,,
agrieved,aggrieved,general,,,,,,
ahev,have,general,,,,,,
ahppen,happen,general,,,,,,
ahve,have,general,,,,,,
aicraft,aircraft,general,,,,,,
aiport,airport,general,,,,,,
airbourne,airborne,general,,,,,,
aircaft,aircraft,general,,,,,,
aircrafts,aircraft,general,,,,,,
aircrafts',aircraft's,general,,,,,,
airporta,airports,general,,,,,,
airrcraft,aircraft,general,,,,,,
aisian,asian,general,,,,,,
albiet,albeit,general,,,,,,
alchohol,alcohol,general,,,,,,
alchoholic,alcoholic,general,,,,,,
alchol,alcohol,general,,,,,,
alcholic,alcoholic,general,,,,,,
alcohal,alcohol,general,,,,,,
alcoholical,alcoholic,general,,,,,,
aledge,allege,general,,,,,,
aledged,alleged,general,,,,,,
aledges,alleges,general,,,,,,
alege,allege,general,,,,,,
aleged,alleged,general,,,,,,
alegience,allegiance,general,,,,,,
algebraical,algebraic,general,,,,,,
algorhitms,algorithms,general,,,,,,
algoritm,algorithm,general,,,,,,
algoritms,algorithms,general,,,,,,
alientating,alienating,general,,,,,,
alledge,allege,general,,,,,,
alledged,alleged,general,,,,,,
alledgedly,allegedly,general,,,,,,
alledges,alleges,general,,,,,,
allegedely,allegedly,general,,,,,,
allegedy,allegedly,general,,,,,,
allegely,allegedly,general,,,,,,
allegence,allegiance,general,,,,,,
allegience,allegiance,general,,,,,,
allign,align,general,,,,,,
alligned,aligned,general,,,,,,
alliviate,alleviate,general,,,,,,
allopone,allophone,general,,,,,,
allopones,allophones,general,,,,,,
allready,already,general,,,,,,
allthough,although,general,,,,,,
alltime,all-time,general,,,,,,
alltogether,altogether,general,,,,,,
almsot,almost,general,,,,,,
alochol,alcohol,general,,,,,,
alomst,almost,general,,,,,,
alot,"a lot, allot",general,,,,,,
alotted,allotted,general,,,,,,
alowed,allowed,general,,,,,,
alowing,allowing,general,,,,,,
alreayd,already,general,,,,,,
alse,else,general,,,,,,
alsot,also,general,,,,,,
alternitives,alternatives,general,,,,,,
altho,although,general,,,,,,
althought,although,general,,,,,,
altough,although,general,,,,,,
alusion,"allusion, illusion",general,,,,,,
alwasy,always,general,,,,,,
alwyas,always,general,,,,,,
amalgomated,amalgamated,general,,,,,,
amatuer,amateur,general,,,,,,
amature,"armature, amateur",general,,,,,,
amendmant,amendment,general,,,,,,
Amercia,America,general,,,,,,
amerliorate,ameliorate,general,,,,,,
amke,make,general,,,,,,
amking,making,general,,,,,,
ammend,amend,general,,,,,,
ammended,amended,general,,,,,,
ammendment,amendment,general,,,,,,
ammendments,amendments,general,,,,,,
ammount,amount,general,,,,,,
ammused,amused,general,,,,,,
amoung,among,general,,,,,,
amoungst,amongst,general,,,,,,
amung,among,general,,,,,,
amunition,ammunition,general,,,,,,
analagous,analogous,general,,,,,,
analitic,analytic,general,,,,,,
analogeous,analogous,general,,,,,,
anarchim,anarchism,general,,,,,,
anarchistm,anarchism,general,,,,,,
anbd,and,general,,,,,,
ancestory,ancestry,general,,,,,,
ancilliary,ancillary,general,,,,,,
andd,and,general,,,,,,
androgenous,androgynous,general,,,,,,
androgeny,androgyny,general,,,,,,
anihilation,annihilation,general,,,,,,
aniversary,anniversary,general,,,,,,
annoint,anoint,general,,,,,,
annointed,anointed,general,,,,,,
annointing,anointing,general,,,,,,
annoints,anoints,general,,,,,,
annouced,announced,general,,,,,,
annualy,annually,general,,,,,,
annuled,annulled,general,,,,,,
anohter,another,general,,,,,,
anomolies,anomalies,general,,,,,,
anomolous,anomalous,general,,,,,,
anomoly,anomaly,general,,,,,,
anonimity,anonymity,general,,,,,,
anounced,announced,general,,,,,,
anouncement,announcement,general,,,,,,
ansalisation,nasalisation,general,,,,,,
ansalization,nasalization,general,,,,,,
ansestors,ancestors,general,,,,,,
antartic,antarctic,general,,,,,,
anthromorphization,anthropomorphization,general,,,,,,
anthropolgist,anthropologist,general,,,,,,
anthropolgy,anthropology,general,,,,,,
antiapartheid,anti-apartheid,general,,,,,,
anual,annual,general,,,,,,
anulled,annulled,general,,,,,,
anwsered,answered,general,,,,,,
anyhwere,anywhere,general,,,,,,
anyother,any other,general,,,,,,
anytying,anything,general,,,,,,
aparent,apparent,general,,,,,,
aparment,apartment,general,,,,,,
apenines,"apennines, Apennines",general,,,,,,
aplication,application,general,,,,,,
aplied,applied,general,,,,,,
apolegetics,apologetics,general,,,,,,
apon,"upon, apron",general,,,,,,
apparant,apparent,general,,,,,,
apparantly,apparently,general,,,,,,
appart,apart,general,,,,,,
appartment,apartment,general,,,,,,
appartments,apartments,general,,,,,,
appealling,"appealing, appalling",general,,,,,,
appeareance,appearance,general,,,,,,
appearence,appearance,general,,,,,,
appearences,appearances,general,,,,,,
appenines,"apennines, Apennines",general,,,,,,
apperance,appearance,general,,,,,,
apperances,appearances,general,,,,,,
appereance,appearance,general,,,,,,
appereances,appearances,general,,,,,,
applicaiton,application,general,,,,,,
applicaitons,applications,general,,,,,,
appologies,apologies,general,,,,,,
appology,apology,general,,,,,,
apprearance,appearance,general,,,,,,
apprieciate,appreciate,general,,,,,,
approachs,approaches,general,,,,,,
appropiate,appropriate,general,,,,,,
appropraite,appropriate,general,,,,,,
appropropiate,appropriate,general,,,,,,
approproximate,approximate,general,,,,,,
approxamately,approximately,general,,,,,,
approxiately,approximately,general,,,,,,
approximitely,approximately,general,,,,,,
aprehensive,apprehensive,general,,,,,,
apropriate,appropriate,general,,,,,,
aproval,approval,general,,,,,,
aproximate,approximate,general,,,,,,
aproximately,approximately,general,,,,,,
aquaduct,aqueduct,general,,,,,,
aquaintance,acquaintance,general,,,,,,
aquainted,acquainted,general,,,,,,
aquiantance,acquaintance,general,,,,,,
aquire,acquire,general,,,,,,
aquired,acquired,general,,,,,,
aquiring,acquiring,general,,,,,,
aquisition,acquisition,general,,,,,,
aquitted,acquitted,general,,,,,,
aranged,arranged,general,,,,,,
arangement,arrangement,general,,,,,,
arbitarily,arbitrarily,general,,,,,,
arbitary,arbitrary,general,,,,,,
archaelogical,archaeological,general,,,,,,
archaelogists,archaeologists,general,,,,,,
archaelogy,archaeology,general,,,,,,
archaoelogy,"archeology, archaeology",general,,,,,,
archaology,"archeology, archaeology",general,,,,,,
archeaologist,"archeologist, archaeologist",general,,,,,,
archeaologists,"archeologists, archaeologists",general,,,,,,
archetect,architect,general,,,,,,
archetects,architects,general,,,,,,
archetectural,architectural,general,,,,,,
archetecturally,architecturally,general,,,,,,
archetecture,architecture,general,,,,,,
archiac,archaic,general,,,,,,
archictect,architect,general,,,,,,
archimedian,archimedean,general,,,,,,
architecht,architect,general,,,,,,
architechturally,architecturally,general,,,,,,
architechture,architecture,general,,,,,,
architechtures,architectures,general,,,,,,
architectual,architectural,general,,,,,,
archtype,archetype,general,,,,,,
archtypes,archetypes,general,,,,,,
aready,already,general,,,,,,
areodynamics,aerodynamics,general,,,,,,
argubly,arguably,general,,,,,,
arguement,argument,general,,,,,,
arguements,arguments,general,,,,,,
arised,arose,general,,,,,,
arival,arrival,general,,,,,,
armamant,armament,general,,,,,,
armistace,armistice,general,,,,,,
arogant,arrogant,general,,,,,,
arogent,arrogant,general,,,,,,
aroud,around,general,,,,,,
arrangment,arrangement,general,,,,,,
arrangments,arrangements,general,,,,,,
arrengement,arrangement,general,,,,,,
arrengements,arrangements,general,,,,,,
arround,around,general,,,,,,
artcile,article,general,,,,,,
artical,article,general,,,,,,
artice,article,general,,,,,,
articel,article,general,,,,,,
artifical,artificial,general,,,,,,
artifically,artificially,general,,,,,,
artillary,artillery,general,,,,,,
arund,around,general,,,,,,
asetic,ascetic,general,,,,,,
asfar,as far,general,,,,,,
asign,assign,general,,,,,,
aslo,also,general,,,,,,
asociated,associated,general,,,,,,
asorbed,absorbed,general,,,,,,
asphyxation,asphyxiation,general,,,,,,
assasin,assassin,general,,,,,,
assasinate,assassinate,general,,,,,,
assasinated,assassinated,general,,,,,,
assasinates,assassinates,general,,,,,,
assasination,assassination,general,,,,,,
assasinations,assassinations,general,,,,,,
assasined,assassinated,general,,,,,,
assasins,assassins,general,,,,,,
assassintation,assassination,general,,,,,,
assemple,assemble,general,,,,,,
assertation,assertion,general,,,,,,
asside,aside,general,,,,,,
assisnate,assassinate,general,,,,,,
assit,assist,general,,,,,,
assitant,assistant,general,,,,,,
assocation,association,general,,,,,,
assoicate,associate,general,,,,,,
assoicated,associated,general,,,,,,
assoicates,associates,general,,,,,,
assosication,assassination,general,,,,,,
asssassans,assassins,general,,,,,,
assualt,assault,general,,,,,,
assualted,assaulted,general,,,,,,
assymetric,asymmetric,general,,,,,,
assymetrical,asymmetrical,general,,,,,,
asteriod,asteroid,general,,,,,,
asthetic,aesthetic,general,,,,,,
asthetical,aesthetical,general,,,,,,
asthetically,aesthetically,general,,,,,,
asume,assume,general,,,,,,
aswell,as well,general,,,,,,
atain,attain,general,,,,,,
atempting,attempting,general,,,,,,
atheistical,atheistic,general,,,,,,
athenean,athenian,general,,,,,,
atheneans,athenians,general,,,,,,
athiesm,atheism,general,,,,,,
athiest,atheist,general,,,,,,
atorney,attorney,general,,,,,,
atribute,attribute,general,,,,,,
atributed,attributed,general,,,,,,
atributes,attributes,general,,,,,,
attaindre,"attainder, attained",general,,,,,,
attemp,attempt,general,,,,,,
attemped,attempted,general,,,,,,
attemt,attempt,general,,,,,,
attemted,attempted,general,,,,,,
attemting,attempting,general,,,,,,
attemts,attempts,general,,,,,,
attendence,attendance,general,,,,,,
attendent,attendant,general,,,,,,
attendents,attendants,general,,,,,,
attened,attended,general,,,,,,
attension,attention,general,,,,,,
attitide,attitude,general,,,,,,
attributred,attributed,general,,,,,,
attrocities,atrocities,general,,,,,,
audeince,audience,general,,,,,,
auromated,automated,general,,,,,,
austrailia,Australia,general,,,,,,
austrailian,Australian,general,,,,,,
auther,author,general,,,,,,
authobiographic,autobiographic,general,,,,,,
authobiography,autobiography,general,,,,,,
authorative,authoritative,general,,,,,,
authorites,authorities,general,,,,,,
authorithy,authority,general,,,,,,
authoritiers,authorities,general,,,,,,
authoritive,authoritative,general,,,,,,
authrorities,authorities,general,,,,,,
autochtonous,autochthonous,general,,,,,,
autoctonous,autochthonous,general,,,,,,
automaticly,automatically,general,,,,,,
automibile,automobile,general,,,,,,
automonomous,autonomous,general,,,,,,
autor,author,general,,,,,,
autority,authority,general,,,,,,
auxilary,auxiliary,general,,,,,,
auxillaries,auxiliaries,general,,,,,,
auxillary,auxiliary,general,,,,,,
auxilliaries,auxiliaries,general,,,,,,
auxilliary,auxiliary,general,,,,,,
availabe,available,general,,,,,,
availablity,availability,general,,,,,,
availaible,available,general,,,,,,
availble,available,general,,,,,,
availiable,available,general,,,,,,
availible,available,general,,,,,,
avalable,available,general,,,,,,
avalance,avalanche,general,,,,,,
avaliable,available,general,,,,,,
avation,aviation,general,,,,,,
avengence,a vengeance,general,,,,,,
averageed,averaged,general,,,,,,
avilable,available,general,,,,,,
awared,awarded,general,,,,,,
awya,away,general,,,,,,
baceause,because,general,,,,,,
backgorund,background,general,,,,,,
backrounds,backgrounds,general,,,,,,
bakc,back,general,,,,,,
banannas,bananas,general,,,,,,
bandwith,bandwidth,general,,,,,,
bankrupcy,bankruptcy,general,,,,,,
banruptcy,bankruptcy,general,,,,,,
baout,"about, bout",general,,,,,,
basicaly,basically,general,,,,,,
basicly,basically,general,,,,,,
bcak,back,general,,,,,,
beachead,beachhead,general,,,,,,
beacuse,because,general,,,,,,
beastiality,bestiality,general,,,,,,
beatiful,beautiful,general,,,,,,
beaurocracy,bureaucracy,general,,,,,,
beaurocratic,bureaucratic,general,,,,,,
beautyfull,beautiful,general,,,,,,
becamae,became,general,,,,,,
becames,"becomes, became",general,,,,,,
becasue,because,general,,,,,,
beccause,because,general,,,,,,
becomeing,becoming,general,,,,,,
becomming,becoming,general,,,,,,
becouse,because,general,,,,,,
becuase,because,general,,,,,,
bedore,before,general,,,,,,
beeing,being,general,,,,,,
befoer,before,general,,,,,,
beggin,"begin, begging",general,,,,,,
begginer,beginner,general,,,,,,
begginers,beginners,general,,,,,,
beggining,beginning,general,,,,,,
begginings,beginnings,general,,,,,,
beggins,begins,general,,,,,,
begining,beginning,general,,,,,,
beginnig,beginning,general,,,,,,
behavour,"behavior, behaviour",general,,,,,,
beleagured,beleaguered,general,,,,,,
beleif,belief,general,,,,,,
beleive,believe,general,,,,,,
beleived,believed,general,,,,,,
beleives,believes,general,,,,,,
beleiving,believing,general,,,,,,
beligum,belgium,general,,,,,,
belive,believe,general,,,,,,
belived,"believed, beloved",general,,,,,,
belives,"believes, beliefs",general,,,,,,
belligerant,belligerent,general,,,,,,
bellweather,bellwether,general,,,,,,
bemusemnt,bemusement,general,,,,,,
beneficary,beneficiary,general,,,,,,
beng,being,general,,,,,,
benificial,beneficial,general,,,,,,
benifit,benefit,general,,,,,,
