NCBITaxon_9774,Sirenia,,,NCBITaxon_102876,Eledone cirrhosa,,,,,,,NCBITaxon_9774,Sirenia
CHEBI_36360,phosphorus oxoacids and derivatives,,,FOODON_03310218,pesto sauce (food product),,,,,,,CHEBI_36360,phosphorus oxoacids and derivatives
ENVO_01000626,drylot,,,FOODON_03307868,japanese green tea (dry),,,,,,,ENVO_01000626,drylot
NCBITaxon_83393,Coelorinchus,,,FOODON_03310085,sweet and sour onion and raisin relish (food product),,,,,,,NCBITaxon_83393,Coelorinchus
ENVO_01001119,composted animal manure,,,FOODON_03542335,"23350 - halibut, greenland (efsa foodex2)",,,,,,,ENVO_01001119,composted animal manure
NCBITaxon_6604,Mya arenaria,,,FOODON_03541941,19410 - camel fresh meat (efsa foodex2),,,,,,,NCBITaxon_6604,Mya arenaria
NCBITaxon_13353,Auxis thazard,,,FOODON_03304423,"french dressing (low sodium, sugar-free)",,,,,,,NCBITaxon_13353,Auxis thazard
CHEBI_33655,aromatic compound,,,FOODON_03000005,Indian prawn,,,,,,,CHEBI_33655,aromatic compound
hancestro_0488,Maldivian,,,FOODON_03490384,amin resin container,,,,,,,hancestro_0488,Maldivian
NCBITaxon_225387,Ophiodon elongatus,,,NCBITaxon_6604,Mya arenaria,,,,,,,NCBITaxon_225387,Ophiodon elongatus
NCBITaxon_119830,Solanum torvum,,,FOODON_03306819,field peas (canned),,,,,,,NCBITaxon_119830,Solanum torvum
NCBITaxon_26339,Iridaceae,,,FOODON_03401357,50350700 - stem lettuce (gs1 gpc),,,,,,,NCBITaxon_26339,Iridaceae
CHEBI_36309,cyclic tetrapyrrole,,,FOODON_03510032,dietary use/label claim,,,,,,,CHEBI_36309,cyclic tetrapyrrole
CHEBI_63409,pentose derivative,,,FOODON_03306130,beverage base (lingonberry),,,,,,,CHEBI_63409,pentose derivative
NCBITaxon_35874,Dioscorea bulbifera,,,FOODON_03315149,corn syrup high fructose,,,,,,,NCBITaxon_35874,Dioscorea bulbifera
NCBITaxon_3818,Arachis hypogaea,,,FOODON_03315192,cheese spread pasteurized,,,,,,,NCBITaxon_3818,Arachis hypogaea
NCBITaxon_50417,Mimachlamys varia,,,FOODON_03303878,caraway cheese,,,,,,,NCBITaxon_50417,Mimachlamys varia
NCBITaxon_133890,Xiphopenaeus kroyeri,,,NCBITaxon_35874,Dioscorea bulbifera,,,,,,,NCBITaxon_133890,Xiphopenaeus kroyeri
hancestro_0319,Korculan,,,FOODON_00001887,fruit dessert food product,,,,,,,hancestro_0319,Korculan
NCBITaxon_6752,Brachyura,,,NCBITaxon_133890,Xiphopenaeus kroyeri,,,,,,,NCBITaxon_6752,Brachyura
ENVO_00000139,irrigation ditch,,,FOODON_03305082,chocolate-flavored pecan fudge,,,,,,,ENVO_00000139,irrigation ditch
CHEBI_17188,nucleoside 5'-monophosphate,,,FOODON_03400665,17  derived edible products of animal origin (ccpr),,,,,,,CHEBI_17188,nucleoside 5'-monophosphate
NCBITaxon_53751,Echinacea purpurea,,,FOODON_03305980,orange juice (chilled),,,,,,,NCBITaxon_53751,Echinacea purpurea
NCBITaxon_6737,Panulirus argus,,,FOODON_03310841,turmeric (ground),,,,,,,NCBITaxon_6737,Panulirus argus
hancestro_0452,Emirati,,,FOODON_03310772,noodles and cheese,,,,,,,hancestro_0452,Emirati
NCBITaxon_94240,Psettodes,,,FOODON_03414019,dogtooth grouper (food source),,,,,,,NCBITaxon_94240,Psettodes
NCBITaxon_13106,Lepomis macrochirus,,,NCBITaxon_53751,Echinacea purpurea,,,,,,,NCBITaxon_13106,Lepomis macrochirus
ECOCORE_00000013,photoautotrophy,,,FOODON_03302668,wine (canned),,,,,,,ECOCORE_00000013,photoautotrophy
hancestro_0507,Kenyan,,,FOODON_03541806,"18060 - jam, strawberries (efsa foodex2)",,,,,,,hancestro_0507,Kenyan
hancestro_0308,hasCountryOfOrigin,,,FOODON_03460256,carbohydrate fermentation process,,,,,,,hancestro_0308,hasCountryOfOrigin
NCBITaxon_260718,Phyllanthus acidus,,,FOODON_03541278,"12780 - tansy and related species, dry (efsa foodex2)",,,,,,,NCBITaxon_260718,Phyllanthus acidus
CHEBI_15705,L-alpha-amino acid,,,FOODON_00002092,pasteurized process cheese spread food product,,,,,,,CHEBI_15705,L-alpha-amino acid
NCBITaxon_47101,Galega officinalis,,,FOODON_03540186,01860 - fresh stuffed egg pasta (efsa foodex2),,,,,,,NCBITaxon_47101,Galega officinalis
NCBITaxon_526618,Pelotretis flavilatus,,,NCBITaxon_260718,Phyllanthus acidus,,,,,,,NCBITaxon_526618,Pelotretis flavilatus
CHEBI_25000,lactone,,,FOODON_03412561,pequin pepper plant (food source),,,,,,,CHEBI_25000,lactone
IAO_0000115,definition,,,FOODON_03315783,pinto bean (canned),,,,,,,IAO_0000115,definition
IAO_0000115,definition,,,FOODON_03541534,15340 - wine grapes (efsa foodex2),,,,,,,FOODON_03302902,corn flakes (with instant bananas)
IAO_0000115,definition,,,FOODON_00002016,malabar snapper food product,,,,,,,FOODON_03543963,"39630 - pasta, cooked, with mixed sauce (efsa foodex2)"
NCBITaxon_78168,Passiflora edulis,,,FOODON_03412761,strawberry tree (food source),,,,,,,NCBITaxon_4577,Zea mays
NCBITaxon_4577,Zea mays,,,FOODON_03543157,31570 - fruit and vegetable juices and nectars (including concentrates) (efsa foodex2),,,,,,,FOODON_03543537,35370 - red clover infusion leaves (efsa foodex2)
NCBITaxon_162300,Epinephelus malabaricus,,,FOODON_03302902,corn flakes (with instant bananas),,,,,,,FOODON_03413498,european smelt
NCBITaxon_8234,Thunnus,,,FOODON_03543744,37440 - gingko infusion (efsa foodex2),,,,,,,FOODON_00002494,narangilla food product
NCBITaxon_248136,Scomberomorus queenslandicus,,,FOODON_03540257,02570 - sponge cake roll (efsa foodex2),,,,,,,FOODON_03401137,10000629 - aquatic invertebrates/fish/shellfish/seafood mixes - unprepared/unprocessed (frozen) (gs1 gpc)
NCBITaxon_7824,Sphyrna tiburo,,,NCBITaxon_8234,Thunnus,,,,,,,FOODON_03412414,yellow pea plant
CHEBI_59999,chemical substance,,,FOODON_03542004,20040 - poultry fat tissue (efsa foodex2),,,,,,,CHEBI_138675,gas molecular entity
CHEBI_138675,gas molecular entity,,,NCBITaxon_248136,Scomberomorus queenslandicus,,,,,,,NCBITaxon_69683,Ellobiidae
NCBITaxon_69683,Ellobiidae,,,FOODON_03541398,13980 - vanilla (efsa foodex2),,,,,,,NCBITaxon_23216,Rubus
NCBITaxon_23216,Rubus,,,FOODON_03311071,potato (freeze dried),,,,,,,FOODON_03304426,vanilla filled wafer (artificially sweetened)
PATO_0001596,increased depth,,,FOODON_03530236,hazard 8,,,,,,,FOODON_03401690,10005835 - lamb/mutton sausages - prepared/processed (gs1 gpc)
hancestro_0533,Eritrean,,,NCBITaxon_69683,Ellobiidae,,,,,,,FOODON_03413487,tree onion plant
NCBITaxon_9823,Sus scrofa,,,FOODON_03317551,fruit wine aromatized,,,,,,,FOODON_03309725,puffer roe pickled in rice bran
NCBITaxon_27046,Surianaceae,,,NCBITaxon_9823,Sus scrofa,,,,,,,FOODON_03309122,ray's bream (raw)
PO_0009001,fruit,,,ancestro_0507,Kenyan,,,,,,,FOODON_03510059,general label claim
NCBITaxon_39174,Origanum,,,FOODON_03307824,ham and cheese sandwich,,,,,,,FOODON_03520466,midwestern states
ECOCORE_00000008,trophic interaction,,,FOODON_03309108,milkfish (raw),,,,,,,FOODON_03414547,bearded tooth mushroom
NCBITaxon_471255,Gallinula mortierii,,,FOODON_03510059,general label claim,,,,,,,FOODON_03542262,22620 - pacu (piaractus mesopotamicus) (efsa foodex2)
hancestro_0021,Chinese,,,FOODON_03414797,gould's goanna (food source),,,,,,,FOODON_03413472,bleak
NCBITaxon_212736,Centrophorus,,,FOODON_03301909,mint tea (dry),,,,,,,FOODON_03303183,fruit juice punch beverage base
NCBITaxon_303921,Atherina presbyter,,,FOODON_03541512,15120 - american plums (efsa foodex2),,,,,,,NCBITaxon_36609,Cydonia
NCBITaxon_36609,Cydonia,,,FOODON_03541282,"12820 - wormwoods, dry (efsa foodex2)",,,,,,,FOODON_03540744,"07440 - burdock, greater or edible (efsa foodex2)"
NCBITaxon_6579,Pecten maximus,,,GAZ_00003731,Bali Province,,,,,,,FOODON_03316179,mushroom (processed)
CHEBI_35150,calcium hydroxide,,,FOODON_03303183,fruit juice punch beverage base,,,,,,,NCBITaxon_630280,Macrourinae
NCBITaxon_630280,Macrourinae,,,ancestro_0452,Emirati,,,,,,,FOODON_03460326,bacteria curing process
NCBITaxon_3481,Cannabaceae,,,FOODON_03308636,imitation scallop (breaded),,,,,,,GAZ_00000558,Turkey
hancestro_0007,South East Asian,,,FOODON_03316179,mushroom (processed),,,,,,,FOODON_03306612,grape and apple juice drink
CHEBI_33302,pnictogen molecular entity,,,NCBITaxon_3481,Cannabaceae,,,,,,,CHEBI_83501,acesulfame
CHEBI_83501,acesulfame,,,GAZ_00000558,Turkey,,,,,,,FOODON_03308785,california halibut (raw)
NCBITaxon_349311,Engraulis australis,,,FOODON_03306612,grape and apple juice drink,,,,,,,FOODON_03541560,15600 - nectar raspberries (efsa foodex2)
NCBITaxon_33789,Channa,,,FOODON_03401764,10006338 - crabapples (gs1 gpc),,,,,,,FOODON_03311618,shrimp (boiled)
NCBITaxon_72636,Pachygrapsus transversus,,,FOODON_03311618,shrimp (boiled),,,,,,,FOODON_03542624,"26240 - cod, dried (efsa foodex2)"
ENVO_01000927,day care building,,,FOODON_03413439,arracacha plant (food source),,,,,,,FOODON_03400123,cream product analog (us cfr)
CHEBI_50263,2-hydroxydicarboxylic acid,,,FOODON_03414781,cheesewood plant (food source),,,,,,,NCBITaxon_426484,Mugil liza
NCBITaxon_426484,Mugil liza,,,FOODON_03401767,10005902 - nashi (gs1 gpc),,,,,,,FOODON_03306430,meat in wine sauce
NCBITaxon_72055,Sebastes alutus,,,FOODON_03311345,"orange juice (single strength, heat treated, bottled)",,,,,,,FOODON_03316481,"fruit juice (raw, semi-finished)"
PO_0020038,petiole,,,FOODON_03541272,"12720 - mints, dry (efsa foodex2)",,,,,,,FOODON_03412935,narrow-barred mackerel
NCBITaxon_8556,Varanus,,,NCBITaxon_426484,Mugil liza,,,,,,,FOODON_03310580,gum drop candy
NCBITaxon_29019,Penaeus stylirostris,,,FOODON_03310603,corn (packed in brine),,,,,,,FOODON_03411628,longan plant
NCBITaxon_9359,Dasypodidae,,,FOODON_03316481,"fruit juice (raw, semi-finished)",,,,,,,FOODON_03430139,"food (liquid, high viscosity, with no visible particles)"
CHEBI_26395,purine nucleotide,,,FOODON_03414373,common vetch plant (food source),,,,,,,FOODON_03302241,imitation carbonated beverage base (artificially flavored and colored)
CHEBI_29075,mononucleotide,,,FOODON_03317023,confectionery jelly product,,,,,,,FOODON_03301921,apple juice drink
NCBITaxon_8019,Oncorhynchus kisutch,,,FOODON_03540687,06870 - other cucurbits with edible peel (efsa foodex2),,,,,,,ENVO_00002149,sea water
ENVO_00002149,sea water,,,FOODON_03316964,macaroni product (enriched with fortified protein),,,,,,,FOODON_03413897,rough-head grenadier
NCBITaxon_3498,Morus alba,,,FOODON_03414162,arctic hare (food source),,,,,,,NCBITaxon_8790,Dromaius novaehollandiae
NCBITaxon_8790,Dromaius novaehollandiae,,,FOODON_03411617,"popcorn, yellow (plant) (food source)",,,,,,,FOODON_03541388,13880 - white pepper (efsa foodex2)
NCBITaxon_201498,Hucho taimen,,,FOODON_03304953,vegetable soup (thick),,,,,,,FOODON_03543511,35110 - ironwort infusion leaves (efsa foodex2)
NCBITaxon_426098,Eutrigla gurnardus,,,FOODON_03541388,13880 - white pepper (efsa foodex2),,,,,,,FOODON_03401849,10006420 - hin choy (gs1 gpc)
hancestro_0461,Syrian,,,GAZ_00002891,Central America,,,,,,,FOODON_00001723,chewing gum food product
NCBITaxon_146480,Ammodytes marinus,,,FOODON_03411415,asparagus plant (food source),,,,,,,FOODON_03543255,32550 - coconut water (efsa foodex2)
PATO_0001985,frozen,,,FOODON_03412676,silver gemfish (food source),,,,,,,FOODON_03412148,golden snapper
NCBITaxon_3776,Cunoniaceae,,,FOODON_03401849,10006420 - hin choy (gs1 gpc),,,,,,,FOODON_03411379,field corn plant
NCBITaxon_7041,Coleoptera,,,ancestro_0457,Curacaoan,,,,,,,FOODON_03316041,sauce (non-emulsified)
NCBITaxon_248764,Macruronus novaezelandiae,,,NCBITaxon_146480,Ammodytes marinus,,,,,,,FOODON_03302249,fruit juice (diluted)
hancestro_0318,Orcadian,,,FOODON_03309633,lake perch (raw),,,,,,,FOODON_03542921,"29210 - cheese, amarelo (efsa foodex2)"
NCBITaxon_78532,Trigonella,,,FOODON_03316041,sauce (non-emulsified),,,,,,,FOODON_03307281,star apple (canned)
CHEBI_35156,calcium salt,,,FOODON_03310156,linseed meal (deprecated),,,,,,,NCBITaxon_80835,Portunus
NCBITaxon_80835,Portunus,,,FOODON_00002130,plant based pastry food product,,,,,,,FOODON_03414386,giant snail
NCBITaxon_864893,Menippidae,,,FOODON_03307281,star apple (canned),,,,,,,FOODON_03315066,cheese asiago medium
NCBITaxon_98819,Pagellus bogaraveo,,,FOODON_00002342,waterchestnut vegetable food product,,,,,,,FOODON_03543440,34400 - tea leaves derivatives and tea ingredients (efsa foodex2)
NCBITaxon_41209,Chionoecetes,,,NCBITaxon_864893,Menippidae,,,,,,,FOODON_03303385,fruit juice (sparkling)
CHEBI_49302,2-hydroxy monocarboxylic acid,,,FOODON_03412500,chondrus (food source),,,,,,,FOODON_03306609,ice cream novelty (chocolate coated)
CHEBI_33457,phosphorus oxoacid,,,FOODON_03308559,salmon trout (raw),,,,,,,FOODON_03412594,bonnethead
NCBITaxon_309310,Ficus thonningii,,,FOODON_03310092,koshou,,,,,,,FOODON_03541762,17620 - mammey sapotes (efsa foodex2)
NCBITaxon_175193,Ribes divaricatum,,,FOODON_03309166,atlantic croaker (raw),,,,,,,NCBITaxon_9031,Gallus gallus
NCBITaxon_9031,Gallus gallus,,,NCBITaxon_309310,Ficus thonningii,,,,,,,FOODON_03310088,refried beans (dish)
ENVO_00000014,canal,,,NCBITaxon_175193,Ribes divaricatum,,,,,,,FOODON_03411699,ucuhuba plant
NCBITaxon_320394,Genyonemus,,,FOODON_03305831,sweetmilk biscuit,,,,,,,hancestro_0024,Macanese
hancestro_0024,Macanese,,,FOODON_03310168,chicken thigh (microwaved),,,,,,,FOODON_03301022,honey (crystallized)
NCBITaxon_454142,Lutjanus purpureus,,,FOODON_03305717,aspic jelly powder,,,,,,,FOODON_03541318,13180 - other spices seeds (p) (efsa foodex2)
NCBITaxon_46146,Claytonia perfoliata,,,FOODON_03401832,10006372 - water chestnuts (gs1 gpc),,,,,,,GAZ_00002646,Germany
CHEBI_33673,zinc group molecular entity,,,FOODON_03301022,honey (crystallized),,,,,,,CHEBI_16646,carbohydrate
CHEBI_16646,carbohydrate,,,FOODON_03310690,ragi (raw),,,,,,,FOODON_03301910,chamomile tea (steeped)
NCBITaxon_201017,Lansium domesticum,,,FOODON_03316671,cream pasteurized whipped,,,,,,,FOODON_03315782,lima bean ripe canned
CHEBI_36586,carbonyl compound,,,FOODON_03310246,"sausage (mold-ripened, dry)",,,,,,,FOODON_03412051,linden plant
NCBITaxon_190224,Rubus flagellaris,,,FOODON_03541730,"17300 - other miscellaneous fruits with inedible peel, small (efsa foodex2)",,,,,,,FOODON_03316793,huckleberry (canned)
CHEBI_2509,agar,,,NCBITaxon_201017,Lansium domesticum,,,,,,,FOODON_03316350,macaroon surrogate paste
NCBITaxon_2768,Chondrus,,,FOODON_03316793,huckleberry (canned),,,,,,,FOODON_03311293,neufchatel cheese spread
CHEBI_30563,silicon dioxide,,,FOODON_03541276,"12760 - savory, dry (efsa foodex2)",,,,,,,NCBITaxon_1071199,Pterocarpus santalinus
NCBITaxon_1071199,Pterocarpus santalinus,,,FOODON_03309110,spanish mackerel (raw),,,,,,,FOODON_03543370,33700 - marsala (efsa foodex2)
NCBITaxon_186746,Scombrini,,,FOODON_03543239,"32390 - juice concentrate, mandarin (efsa foodex2)",,,,,,,FOODON_03430106,finely ground
NCBITaxon_33128,Papaver rhoeas,,,FOODON_03540930,09300 - garden nasturtium (efsa foodex2),,,,,,,FOODON_03412224,triangle tanner crab
NCBITaxon_34816,Morone saxatilis,,,FOODON_03305752,orange and tangerine juice blend (food product),,,,,,,FOODON_03543142,31420 - milk fat from other animals (efsa foodex2)
NCBITaxon_1489460,Clupeoidei,,,FOODON_03310858,rocket (raw),,,,,,,FOODON_03544001,"40010 - meat soup, clear (efsa foodex2)"
hancestro_0313,Old Order Amish,,,FOODON_03460276,food bromination process,,,,,,,NCBITaxon_418454,Protosalanx hyalocranius
NCBITaxon_418454,Protosalanx hyalocranius,,,FOODON_03544001,"40010 - meat soup, clear (efsa foodex2)",,,,,,,NCBITaxon_49314,Annona cherimola
NCBITaxon_49314,Annona cherimola,,,FOODON_03411309,beet plant (food source),,,,,,,FOODON_03541510,15100 - plums and similar- (efsa foodex2)
NCBITaxon_13733,Trichiurus lepturus,,,FOODON_03303859,kuminost cheese,,,,,,,GAZ_00052663,[Former] Yugoslavia
NCBITaxon_1307796,Chenopodioideae,,,FOODON_03310247,meat (mold-fermented),,,,,,,FOODON_03305892,apple jelly made with sugar and honey
NCBITaxon_8284,Squalius cephalus,,,FOODON_03543151,31510 - blended margarine (efsa foodex2),,,,,,,FOODON_03420127,animal body or body part
NCBITaxon_7802,Odontaspididae,,,FOODON_00002437,elderberry food product,,,,,,,FOODON_03415030,chilgoza pine plant
NCBITaxon_79629,Fulmarus glacialoides,,,FOODON_03310378,sesame oil press cake,,,,,,,FOODON_03543137,31370 - cod liver oil (efsa foodex2)
NCBITaxon_195632,Platichthys stellatus,,,FOODON_03543565,35650 - honeybush (efsa foodex2),,,,,,,FOODON_03413086,disodium diphosphate
NCBITaxon_8173,Pagrus pagrus,,,FOODON_03541538,15380 - strawberries (efsa foodex2),,,,,,,FOODON_03400732,09  fruit and fruit products (eurocode2)
NCBITaxon_1266879,Menticirrhus saxatilis,,,FOODON_03311620,"cookie, peanut butter",,,,,,,FOODON_03411305,coffee plant
NCBITaxon_86063,Galeorhinus galeus,,,FOODON_03306633,olive oil (virgin),,,,,,,FOODON_03540737,07370 - black radishes (efsa foodex2)
NCBITaxon_112232,Mustelus asterias,,,NCBITaxon_8173,Pagrus pagrus,,,,,,,NCBITaxon_196071,Sardinella aurita
NCBITaxon_196071,Sardinella aurita,,,FOODON_03302148,food (frozen),,,,,,,UBERON_0002547,tadpole
UBERON_0002547,tadpole,,,FOODON_03310613,walnut meat (dried),,,,,,,NCBITaxon_29780,Mangifera indica
RO_0000053,bearer of,,,FOODON_03540855,08550 - sage and similar- (efsa foodex2),,,,,,,FOODON_03412382,rainbow runner
NCBITaxon_29780,Mangifera indica,,,FOODON_03541321,13210 - bud spices (efsa foodex2),,,,,,,FOODON_03490416,polyamide container
NCBITaxon_15105,Xanthosoma,,,FOODON_03400913,10000179 - chocolate/cocoa/malt - ready to drink (gs1 gpc),,,,,,,CHEBI_17151,xylitol
CHEBI_17151,xylitol,,,NCBITaxon_1266879,Menticirrhus saxatilis,,,,,,,FOODON_03530009,prime grade
NCBITaxon_294740,Mentha requienii,,,FOODON_03302034,beet juice,,,,,,,FOODON_00001902,ginger preserve or jam food product
PO_0030102,nut fruit,,,FOODON_03401749,10006270 - snow peas (gs1 gpc),,,,,,,FOODON_03317250,root vegetable (frozen)
NCBITaxon_71365,Sisymbrium altissimum,,,FOODON_03309174,brazilian catfish (raw),,,,,,,FOODON_03315614,berry product
hancestro_0337,Jamaican,,,FOODON_03315912,filling for fine bakery wares,,,,,,,FOODON_03520356,"europe, central"
