chicken kiev,FOODON_CandidateTerm_Wikipedia_27," kotleta po-kyivsky, Russian",,FOODON_CandidateTerm_Wikipedia_Chicken_Kiev:b\'Chicken Kiev 
chicken manure,FOODON_CandidateTerm_Wikipedia_28,"Chicken manure is the feces of chickens used as an organic fertilizer, especially for soil low in nitrogen.'""}",,FOODON_CandidateTerm_Wikipedia_Chicken_manure
chicken meal,FOODON_CandidateTerm_Wikipedia_29,"Chicken meal is the dry rendered product from a combination of clean chicken flesh and skin with or without accompanying bone, derived from whole carcasses of chicken, exclusive of feathers, heads, feet and entrails.'""}",,FOODON_CandidateTerm_Wikipedia_Chicken_meal
chicken patty,FOODON_CandidateTerm_Wikipedia_30,A chicken patty may refer to one of several chicken-based dishes.,,FOODON_CandidateTerm_Wikipedia_Chicken_patty
chicken soup,FOODON_CandidateTerm_Wikipedia_31,"Chicken soup is a soup made from chicken, simmered in water, usually with various other ingredients.'""}",,FOODON_CandidateTerm_Wikipedia_Chicken_soup
chicken strip,FOODON_CandidateTerm_Wikipedia_32,"Chicken Strip is an uncharted 1,350-foot dirt strip that provides fly-in access to the warm springs area of Death Valley National Park.'""}",,FOODON_CandidateTerm_Wikipedia_Chicken_Strip
chocolate chip,FOODON_CandidateTerm_Wikipedia_33,"Chocolate chips are small chunks of sweetened chocolate, used as an ingredient in a number of desserts (notably chocolate chip cookies and muffins), in trail mix and less commonly in some breakfast foods such as pancakes.'""}",,FOODON_CandidateTerm_Wikipedia_Chocolate_chip
coconut candy,FOODON_CandidateTerm_Wikipedia_34,Coconut candy refer to various candies made with coconut or coconut flavorings.,,FOODON_CandidateTerm_Wikipedia_Coconut_candy
coconut chutney,FOODON_CandidateTerm_Wikipedia_35,"Coconut chutney is a South Indian chutney-side-dish and condiment, a common in South Indian states.'""}",,FOODON_CandidateTerm_Wikipedia_Coconut_chutney
common redpoll,FOODON_CandidateTerm_Wikipedia_36,"The common redpoll (Acanthis flammea) is a species of bird in the finch family.'""}",,FOODON_CandidateTerm_Wikipedia_Common_redpoll
condensed milk,FOODON_CandidateTerm_Wikipedia_37,Condensed milk is cow\'s milk from which water has been removed.'},,FOODON_CandidateTerm_Wikipedia_Condensed_milk
corn chip,FOODON_CandidateTerm_Wikipedia_38,"A corn chip is a snack food made from cornmeal fried in oil or baked, usually in the shape of a small noodle or scoop.'""}",,FOODON_CandidateTerm_Wikipedia_Corn_chip
corn snack,FOODON_CandidateTerm_Wikipedia_39,"Corn snacks are snack foods made from corn (maize).'""}",,FOODON_CandidateTerm_Wikipedia_Corn_snack
corn snake,FOODON_CandidateTerm_Wikipedia_40,"The corn snake (Pantherophis guttatus) is a North American species of rat snake that subdues its small prey by constriction.'""}",,FOODON_CandidateTerm_Wikipedia_Corn_snake
cornish chicken,FOODON_CandidateTerm_Wikipedia_41,"The Cornish or Indian Game is a breed of chicken from the county of Cornwall in England.'""}",,FOODON_CandidateTerm_Wikipedia_Cornish_chicken
cotija cheese,FOODON_CandidateTerm_Wikipedia_42,"(https://en.wikipedia.org/wiki/Cotija_cheese):b""Cotija is a hard cow\'s milk cheese that originated from Mexico.""'}",,FOODON_CandidateTerm_Wikipedia_Cotija_cheese
cottage cheese,FOODON_CandidateTerm_Wikipedia_43,"Cottage cheese is a fresh cheese curd product with a mild flavor.'""}",,FOODON_CandidateTerm_Wikipedia_Cottage_cheese
cow lung,FOODON_CandidateTerm_Wikipedia_44,"Cow lung is used in various cuisines and as a source for pulmonary surfactants.'""}",,FOODON_CandidateTerm_Wikipedia_Cow_lung
devil fish,FOODON_CandidateTerm_Wikipedia_45,"The devil fish or giant devil ray (Mobula mobular) is an endangered species of eagle ray in the family Myliobatidae.'""}",,FOODON_CandidateTerm_Wikipedia_Devil_fish
diporiphora winneckei,FOODON_CandidateTerm_Wikipedia_46,"(https://en.wikipedia.org/wiki/Diporiphora_winneckei):b""Diporiphora winneckei (the canegrass dragon, blue-lined dragon or Winnecke\'s two-pored dragon) is a small, terrestrial, diurnal (active during the day) lizard endemic to Australia.""'}",,FOODON_CandidateTerm_Wikipedia_Diporiphora_winneckei
dried fish,FOODON_CandidateTerm_Wikipedia_47,"Fresh fish rapidly deteriorates unless some way can be found to preserve it.'""}",,FOODON_CandidateTerm_Wikipedia_Dried_fish
dried meat,FOODON_CandidateTerm_Wikipedia_48,"Dried meat is a feature of many cuisines around the world.'""}",,FOODON_CandidateTerm_Wikipedia_Dried_meat
dried shrimp,FOODON_CandidateTerm_Wikipedia_49,"Dried shrimp are shrimp that have been sun-dried and shrunk to a thumbnail size.'""}",,FOODON_CandidateTerm_Wikipedia_Dried_shrimp
egg salad,FOODON_CandidateTerm_Wikipedia_50,"Egg salad is part of a tradition of salads involving a protein mixed with seasonings in the form of herbs, spices, and other foods, and bound with mayonnaise.",,FOODON_CandidateTerm_Wikipedia_Egg_salad
egg white,FOODON_CandidateTerm_Wikipedia_51,Egg white is the name for the clear liquid (also called the albumen or the glair/glaire) contained within an egg.',,FOODON_CandidateTerm_Wikipedia_Egg_white
energy bar,FOODON_CandidateTerm_Wikipedia_52,"Energy bars are supplemental bars containing cereals and other high energy foods targeted at people who require quick energy but do not have time for a meal.'""}",,FOODON_CandidateTerm_Wikipedia_Energy_bar
european badger,FOODON_CandidateTerm_Wikipedia_53,"The European badger (Meles meles) also known as the Eurasian badger or simply badger, is a species of badger in the family Mustelidae and is native to almost all of Europe and some parts of West Asia.'""}",,FOODON_CandidateTerm_Wikipedia_European_badger
european cucumber,FOODON_CandidateTerm_Wikipedia_54,"(https://en.wikipedia.org/wiki/European_cucumber):b\'The European cucumber (also known as English cucumber, burpless cucumber, hothouse cucumber, seedless cucumber, gourmet cucumber or greenhouse cucumber,) is a variety of ""seedless"" cucumber that is longer and slimmer than other varieties of cucumber.\''}",,FOODON_CandidateTerm_Wikipedia_European_cucumber
farm water,FOODON_CandidateTerm_Wikipedia_55,"Farm water, also known as agricultural water, is water committed for use in the production of food and fiber.'""}",,FOODON_CandidateTerm_Wikipedia_Farm_water
feather meal,FOODON_CandidateTerm_Wikipedia_56,"Feather meal is a byproduct of processing poultry; it is made from poultry feathers by partially grinding them under elevated heat and pressure, and then grinding and drying.'""}",,FOODON_CandidateTerm_Wikipedia_Feather_meal
feed grain,FOODON_CandidateTerm_Wikipedia_57,"Feed grain is any grain used for livestock feed, including corn, grain sorghum, oats, rye, and barley.'""}",,FOODON_CandidateTerm_Wikipedia_Feed_grain
fish paste,FOODON_CandidateTerm_Wikipedia_58,"Fish paste is fish which has been chemically broken down by a fermentation process until it reaches the consistency of a soft creamy pur\\xc3\\xa9e or paste.'""}",,FOODON_CandidateTerm_Wikipedia_Fish_paste
floor drain,FOODON_CandidateTerm_Wikipedia_59,"A floor drain is a plumbing fixture that is installed in the floor of a structure, mainly designed to remove any standing water near it.'""}",,FOODON_CandidateTerm_Wikipedia_Floor_drain
flying squirrel,FOODON_CandidateTerm_Wikipedia_60,"Flying squirrels (scientifically known as Pteromyini or Petauristini) are a tribe of 45 species of squirrels in the family Sciuridae.'""}",,FOODON_CandidateTerm_Wikipedia_Flying_squirrel
foxtail millet,FOODON_CandidateTerm_Wikipedia_61,Foxtail millet (Chinese,,FOODON_CandidateTerm_Wikipedia_Foxtail_millet
fresh water,FOODON_CandidateTerm_Wikipedia_62,"(https://en.wikipedia.org/wiki/Fresh_water):b""Fresh water is naturally occurring water on Earth\'s surface in ice sheets, ice caps, glaciers, icebergs, bogs, ponds, lakes, rivers and streams, and underground as groundwater in aquifers and underground streams.""'}",,FOODON_CandidateTerm_Wikipedia_Fresh_water
freshwater shark,FOODON_CandidateTerm_Wikipedia_63,"Freshwater sharks are sharks able to live in freshwater lakes and rivers, including:\\nthe river sharks, Glyphis, true freshwater sharks found in fresh and brackish water in Asia and Australia\\nthe bull shark, Carcharhinus leucas, which can swim between salt and fresh water, and are found in tropical rivers around the world.'""}",,FOODON_CandidateTerm_Wikipedia_Freshwater_shark
fried rice,FOODON_CandidateTerm_Wikipedia_64,"Fried rice is a dish of cooked rice that has been stir-fried in a wok or a frying pan and is usually mixed with other ingredients such as eggs, vegetables, seafood, or meat.'""}",,FOODON_CandidateTerm_Wikipedia_Fried_rice
frozen banana,FOODON_CandidateTerm_Wikipedia_65,"Frozen bananas are desserts made by placing a banana upon a stick, freezing it, and usually dipping it in melted chocolate.'""}",,FOODON_CandidateTerm_Wikipedia_Frozen_banana
frozen head,FOODON_CandidateTerm_Wikipedia_66,"Frozen Head is a mountain in Morgan County, Tennessee.'""}",,FOODON_CandidateTerm_Wikipedia_Frozen_Head
frozen river,FOODON_CandidateTerm_Wikipedia_67,"Frozen River is a 2008 American crime drama film written and directed by Courtney Hunt.'""}",,FOODON_CandidateTerm_Wikipedia_Frozen_River
garam masala,FOODON_CandidateTerm_Wikipedia_68,", Punjabi",,FOODON_CandidateTerm_Wikipedia_Garam_masala
garter snake,FOODON_CandidateTerm_Wikipedia_69,"Garter snake, garden snake, gardener snake, and ribbon snake are some of the common names for the nearly harmless, small to medium-sized snakes belonging to the genus Thamnophis.'""}",,FOODON_CandidateTerm_Wikipedia_Garter_snake
ginkgo biloba,FOODON_CandidateTerm_Wikipedia_70,"Ginkgo biloba, commonly known as ginkgo or gingko (both pronounced ), also known as the ginkgo tree or the maidenhair tree, is the only living species in the division Ginkgophyta, all others being extinct.",,FOODON_CandidateTerm_Wikipedia_Ginkgo_biloba
goat cheese,FOODON_CandidateTerm_Wikipedia_71,"""Goat cheese, goats\' cheese, or ch\\xc3\\xa8vre ( or ; from the French word for goat), is cheese made from goat\'s milk.""'}",,FOODON_CandidateTerm_Wikipedia_Goat_cheese
grana padano,FOODON_CandidateTerm_Wikipedia_72,"Grana Padano (Italian pronunciation is a hard, slow-ripened, semi-fat cheese from Italy, comparable to Parmigiano Reggiano or, as it is more commonly known, ""parmesan"" cheese.\''}",,FOODON_CandidateTerm_Wikipedia_Grana_Padano
granny smith,FOODON_CandidateTerm_Wikipedia_73,":b""The \'Granny Smith\' is a tip-bearing apple cultivar, which originated in Australia in 1868.""'}",,FOODON_CandidateTerm_Wikipedia_Granny_Smith
grape tomato,FOODON_CandidateTerm_Wikipedia_74,"A grape tomato is a class of tomatoes believed to be of southeast Asian origin, shaped similarly to the oval plum tomatoes but having the small size and sweetness of cherry tomatoes.'""}",,FOODON_CandidateTerm_Wikipedia_Grape_tomato
grapefruit juice,FOODON_CandidateTerm_Wikipedia_75,"Grapefruit juice is the juice from grapefruits.'""}",,FOODON_CandidateTerm_Wikipedia_Grapefruit_juice
grey mullet,FOODON_CandidateTerm_Wikipedia_76,"Grey mullet can mean any of several fish in the family Mugilidae (the mullets) and having a greyish hue found in the Mediterranean sea:'""}",,FOODON_CandidateTerm_Wikipedia_Grey_mullet
ground meat,FOODON_CandidateTerm_Wikipedia_77,"Ground meat (called mince or minced meat outside North America) is meat finely chopped by a meat grinder or a chopping knife.'""}",,FOODON_CandidateTerm_Wikipedia_Ground_meat
ground turkey,FOODON_CandidateTerm_Wikipedia_78,"Ground turkey, or minced turkey, is a mixture of dark and light turkey meat with remaining skin and visible fat processed together until a ""ground"" form emerges.\''}",,FOODON_CandidateTerm_Wikipedia_Ground_turkey
harbour porpoise,FOODON_CandidateTerm_Wikipedia_79,"The harbour porpoise (Phocoena phocoena) is one of six species of porpoise.'""}",,FOODON_CandidateTerm_Wikipedia_Harbour_porpoise
heirloom tomato,FOODON_CandidateTerm_Wikipedia_80,"An heirloom tomato (also called heritage tomato in the UK) is an open-pollinated (non-hybrid) heirloom cultivar of tomato.'""}",,FOODON_CandidateTerm_Wikipedia_Heirloom_tomato
horse meat,FOODON_CandidateTerm_Wikipedia_81,"Horse meat is the culinary name for meat cut from a horse.'""}",,FOODON_CandidateTerm_Wikipedia_Horse_meat
house sparrow,FOODON_CandidateTerm_Wikipedia_82,"The house sparrow (Passer domesticus) is a bird of the sparrow family Passeridae, found in most parts of the world.'""}",,FOODON_CandidateTerm_Wikipedia_House_sparrow
hydrolyzed vegetable protein,FOODON_CandidateTerm_Wikipedia_83,"Hydrolyzed vegetable protein (HVP) products are foodstuffs obtained by protein hydrolysis and are used as ingredients with an authentic bouillon (broth) taste.'""}",,FOODON_CandidateTerm_Wikipedia_Hydrolyzed_vegetable_protein
iguana meat,FOODON_CandidateTerm_Wikipedia_84,"Iguana meat has historically been important in the culinary traditions of Mexico and Central America; particularly in the states of Jalisco, Michoac\\xc3\\xa1n and Colima.'""}",,FOODON_CandidateTerm_Wikipedia_Iguana_meat
indian celery,FOODON_CandidateTerm_Wikipedia_85,"Indian celery is a common name for several plants and may refer to:'""}",,FOODON_CandidateTerm_Wikipedia_Indian_celery
indian mackerel,FOODON_CandidateTerm_Wikipedia_86,"The Indian mackerel (Rastrelliger kanagurta) is a species of mackerel in the scombrid family (family Scombridae) of order Perciformes.'""}",,FOODON_CandidateTerm_Wikipedia_Indian_mackerel
instant noodle,FOODON_CandidateTerm_Wikipedia_87,"Instant noodles are sold in a precooked and dried noodle block, with flavoring powder and/or seasoning oil.'""}",,FOODON_CandidateTerm_Wikipedia_Instant_noodle
instant rice,FOODON_CandidateTerm_Wikipedia_88,"Instant rice, also known as minute rice, is rice that has been precooked.'""}",,FOODON_CandidateTerm_Wikipedia_Instant_rice
instant tea,FOODON_CandidateTerm_Wikipedia_89,"Instant tea is a powder that water is added to in order to be reconstituted into a cup of tea.'""}",,FOODON_CandidateTerm_Wikipedia_Instant_tea
kelp gull,FOODON_CandidateTerm_Wikipedia_90,"The kelp gull (Larus dominicanus), also known as the Dominican gull, is a gull which breeds on coasts and islands through much of the southern hemisphere.'""}",,FOODON_CandidateTerm_Wikipedia_Kelp_gull
lamb meal,FOODON_CandidateTerm_Wikipedia_91,"Lamb meal is a popular ingredient in dog food.'""}",,FOODON_CandidateTerm_Wikipedia_Lamb_meal
largemouth bass,FOODON_CandidateTerm_Wikipedia_92,"The largemouth bass (Micropterus salmoides) is a freshwater gamefish in the sunfish family, a species of black bass native to North America.'""}",,FOODON_CandidateTerm_Wikipedia_Largemouth_bass
liver abscess,FOODON_CandidateTerm_Wikipedia_93,"A liver abscess is a pus-filled mass inside the liver.'""}",,FOODON_CandidateTerm_Wikipedia_Liver_abscess
liver bird,FOODON_CandidateTerm_Wikipedia_94,"The liver bird  is the symbol of the English city of Liverpool.'""}",,FOODON_CandidateTerm_Wikipedia_Liver_bird
long red,FOODON_CandidateTerm_Wikipedia_95,"""Long Red"" is a song recorded by Leslie West for his album Mountain.\''}",,FOODON_CandidateTerm_Wikipedia_Long_Red
loose leaf,FOODON_CandidateTerm_Wikipedia_96,"A loose leaf is a piece of paper that is not bound in place, but typically punched so as to be organized in a ring binder.'""}",,FOODON_CandidateTerm_Wikipedia_Loose_leaf
lunch meat,FOODON_CandidateTerm_Wikipedia_97,"Lunch meats\\xe2\\x80\\x94also known as cold cuts, luncheon meats, cooked meats, sliced meats, cold meats and deli meats\\xe2\\x80\\x94are precooked or cured meat, often sausages or meat loaves, that are sliced and served cold or hot on sandwiches or on party trays.'""}",,FOODON_CandidateTerm_Wikipedia_Lunch_meat
lymph node,FOODON_CandidateTerm_Wikipedia_98,"A lymph node or lymph gland is an ovoid or kidney-shaped organ of the lymphatic system, and of the adaptive immune system, that is widely present throughout the body.'""}",,FOODON_CandidateTerm_Wikipedia_Lymph_node
manchow soup,FOODON_CandidateTerm_Wikipedia_99,"Manchow soup is a soup popular in Indian Chinese cuisine due to its ease of preparation and hot spicy taste.'""}",,FOODON_CandidateTerm_Wikipedia_Manchow_soup
meal replacement,FOODON_CandidateTerm_Wikipedia_100,"A meal replacement is a drink, bar, soup, etc.'""}",,FOODON_CandidateTerm_Wikipedia_Meal_replacement
meat and bone meal,FOODON_CandidateTerm_Wikipedia_101,"Meat and bone meal (MBM) is a product of the rendering industry.'""}",,FOODON_CandidateTerm_Wikipedia_Meat_and_bone_meal
mirch masala,FOODON_CandidateTerm_Wikipedia_102,Mirch Masala (Translation,,FOODON_CandidateTerm_Wikipedia_Mirch_Masala
mixed spice,FOODON_CandidateTerm_Wikipedia_103,"Mixed spice, also called pudding spice, is a British blend of sweet spices, similar to the pumpkin pie spice used in the United States.'""}",,FOODON_CandidateTerm_Wikipedia_Mixed_spice
mole verde,FOODON_CandidateTerm_Wikipedia_104,"Mole verde (""green mole"") is a type of mole of the cuisine of Mexico.\''}",,FOODON_CandidateTerm_Wikipedia_Mole_verde
moringa oleifera,FOODON_CandidateTerm_Wikipedia_105,"Moringa oleifera is the most widely cultivated species of the genus Moringa, which is the only genus in the family Moringaceae.'""}",,FOODON_CandidateTerm_Wikipedia_Moringa_oleifera
mule deer,FOODON_CandidateTerm_Wikipedia_106,"The mule deer (Odocoileus hemionus) is a deer indigenous to western North America; it is named for its ears, which are large like those of the mule.'""}",,FOODON_CandidateTerm_Wikipedia_Mule_deer
mung bean,FOODON_CandidateTerm_Wikipedia_107,"The mung bean (Vigna radiata), alternatively known as the moong bean, green gram, or mung Sanskrit \\xe0\\xa4\\xae\\xe0\\xa5\\x81\\xe0\\xa4\\xa6\\xe0\\xa5\\x8d\\xe0\\xa4\\x97 / mudga, is a plant species in the legume family.",,FOODON_CandidateTerm_Wikipedia_Mung_bean
mung bean sprout,FOODON_CandidateTerm_Wikipedia_108,Mung bean sprout is a culinary vegetable grown by sprouting small and round mung beans.',,FOODON_CandidateTerm_Wikipedia_Mung_bean_sprout
mustard seed,FOODON_CandidateTerm_Wikipedia_109,Mustard seeds are the small round seeds of various mustard plants.',,FOODON_CandidateTerm_Wikipedia_Mustard_seed
new mexico,FOODON_CandidateTerm_Wikipedia_110,New Mexico (Spanish,,FOODON_CandidateTerm_Wikipedia_New_Mexico
nile perch,FOODON_CandidateTerm_Wikipedia_111,"The Nile perch (Lates niloticus) is a species of freshwater fish in family Latidae of order Perciformes.'""}",,FOODON_CandidateTerm_Wikipedia_Nile_perch
no homo,FOODON_CandidateTerm_Wikipedia_112,No homo is a phrase used as slang at the end of a sentence to assert the statement spoken by the speaker had no intentional homosexual implications.,,FOODON_CandidateTerm_Wikipedia_No_homo
ocellated lizard,FOODON_CandidateTerm_Wikipedia_113,"The ocellated lizard, eyed lizard or jeweled lacerta in the pet trade (Timon lepidus) (syn.'""}",,FOODON_CandidateTerm_Wikipedia_Ocellated_lizard
oconee river,FOODON_CandidateTerm_Wikipedia_114,"The Oconee River is a 220-mile-long (350 km) river which has its origin in Hall County, Georgia, and terminates where it joins the Ocmulgee River to form the Altamaha River near Lumber City at the borders of Montgomery County, Wheeler County, and Jeff Davis County.'""}",,FOODON_CandidateTerm_Wikipedia_Oconee_River
palak paneer,FOODON_CandidateTerm_Wikipedia_115,"Palak paneer (pronounced [pa\\xcb\\x90l\\xc9\\x99k p\\xc9\\x99ni\\xcb\\x90r]) is a vegetarian dish from the Indian Subcontinent, consisting of paneer in a thick paste made from pur\\xc3\\xa9ed spinach and seasoned with garlic, garam masala, and other spices.",,FOODON_CandidateTerm_Wikipedia_Palak_paneer
paneer tikka,FOODON_CandidateTerm_Wikipedia_116,"Paneer tikka is an Indian dish made from chunks of paneer marinated in spices and grilled in a tandoor.'""}",,FOODON_CandidateTerm_Wikipedia_Paneer_tikka
pear tomato,FOODON_CandidateTerm_Wikipedia_117,"Pear tomato or Corn Seed is the common name for any one in a group of indeterminate heirloom tomatoes.'""}",,FOODON_CandidateTerm_Wikipedia_Pear_tomato
pecan truffle,FOODON_CandidateTerm_Wikipedia_118,"Tuber lyonii, also known as the American Brown Truffle or the Pecan Truffle, is a species of truffle native to North America.'""}",,FOODON_CandidateTerm_Wikipedia_Pecan_truffle
"pepita de calabaza, ""little seed of squash""), is the edible seed of a pumpkin or certain other cultivars of squash.'",FOODON_CandidateTerm_Wikipedia_119,,,
peritoneal fluid,FOODON_CandidateTerm_Wikipedia_120,Peritoneal fluid is a liquid made in the abdominal cavity which lubricates the surface of tissue that lines the abdominal wall and pelvic cavity.,,FOODON_CandidateTerm_Wikipedia_Peritoneal_fluid
pigeon pea,FOODON_CandidateTerm_Wikipedia_121,"The pigeon pea (Cajanus cajan) is a perennial legume from the family Fabaceae.'""}",,FOODON_CandidateTerm_Wikipedia_Pigeon_pea
pine nut,FOODON_CandidateTerm_Wikipedia_122,"Pine nuts (also called pignoli /pin\\xcb\\x88y\\xc5\\x8dl\\xc4\\x93/) are the edible seeds of pines (family Pinaceae, genus Pinus).'""}",,FOODON_CandidateTerm_Wikipedia_Pine_nut
pine siskin,FOODON_CandidateTerm_Wikipedia_123,"The pine siskin (Spinus pinus) is a North American bird in the finch family.'""}",,FOODON_CandidateTerm_Wikipedia_Pine_siskin
piper sanctum,FOODON_CandidateTerm_Wikipedia_124,"Piper sanctum is a plant in the Piperaceae family, endemic to Central America.",,FOODON_CandidateTerm_Wikipedia_Piper_sanctum
pogona minor,FOODON_CandidateTerm_Wikipedia_125,"Pogona minor is a species of agamid lizard from a group commonly known as bearded dragons, and is found on the southwest coast and interior of Western Australia.'""}",,FOODON_CandidateTerm_Wikipedia_Pogona_minor
popcorn chicken,FOODON_CandidateTerm_Wikipedia_126,"Popcorn Chicken is a KFC product consisting of small, ""bite-sized"" pieces of chicken that have been breaded and fried.\''}",,FOODON_CandidateTerm_Wikipedia_Popcorn_Chicken
poppy seed,FOODON_CandidateTerm_Wikipedia_127,"Poppy seed is an oilseed obtained from the poppy (Papaver somniferum).'""}",,FOODON_CandidateTerm_Wikipedia_Poppy_seed
puffed rice,FOODON_CandidateTerm_Wikipedia_128,"Puffed rice is a type of puffed grain from the Indian subcontinent, made from rice, commonly used in breakfast cereal or snack foods, and served as a popular street food in India, Bangladesh and Nepal.'""}",,FOODON_CandidateTerm_Wikipedia_Puffed_rice
purple finch,FOODON_CandidateTerm_Wikipedia_129,"\\n== The purple finch (Haemorhous purpureus) is a bird in the finch family, Fringillidae. =='""}",,FOODON_CandidateTerm_Wikipedia_Purple_finch
